time,driverPlayerNum,driverPoints,globalSkill,globalConf,globalOverall,globalSpawn,globalPrecision,globalPunishment,globalRewardBias,driverSkill,driverConf,driverOverall,driverSpawn,driverPrecision,driverPunishment,driverRewardBias,driverCollectSuccess,driverCollectMiss,driverObstacleHit,driverMgPass,driverMgPerfect,driverMgFail
0.506,1,0,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.013,1,0,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.519,1,0,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.024,1,0,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.531,1,0,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.032,1,0,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.534,1,0,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.038,1,0,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.540,1,0,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5.041,1,0,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5.546,1,0,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6.053,1,0,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6.559,1,0,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.062,1,0,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.566,1,0,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.070,1,0,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.576,1,0,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.082,1,0,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.591,1,0,0.5000,0.0875,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0875,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.094,1,0,0.5000,0.1000,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.1000,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.595,1,0,0.5000,0.1000,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.1000,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.100,1,0,0.5000,0.1000,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.1000,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11.603,1,0,0.5009,0.1125,0.5000,0.6500,0.6000,0.6000,0.5000,0.5009,0.1125,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12.106,1,0,0.5062,0.1125,0.5005,0.6504,0.6004,0.6004,0.4998,0.5062,0.1125,0.5005,0.6504,0.6004,0.6004,0.4998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12.609,1,0,0.5090,0.1125,0.5009,0.6507,0.6008,0.6008,0.4996,0.5090,0.1125,0.5009,0.6507,0.6008,0.6008,0.4996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13.113,1,0,0.5100,0.1125,0.5011,0.6508,0.6009,0.6009,0.4996,0.5100,0.1125,0.5011,0.6508,0.6009,0.6009,0.4996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13.618,1,0,0.5104,0.1125,0.5012,0.6508,0.6009,0.6009,0.4995,0.5104,0.1125,0.5012,0.6508,0.6009,0.6009,0.4995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14.119,1,0,0.5105,0.1125,0.5012,0.6508,0.6009,0.6009,0.4995,0.5105,0.1125,0.5012,0.6508,0.6009,0.6009,0.4995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14.624,1,0,0.5105,0.1125,0.5012,0.6508,0.6009,0.6009,0.4995,0.5105,0.1125,0.5012,0.6508,0.6009,0.6009,0.4995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15.129,1,0,0.5106,0.1125,0.5012,0.6508,0.6009,0.6009,0.4995,0.5106,0.1125,0.5012,0.6508,0.6009,0.6009,0.4995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15.631,1,0,0.5106,0.1125,0.5012,0.6508,0.6010,0.6010,0.4995,0.5106,0.1125,0.5012,0.6508,0.6010,0.6010,0.4995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
16.134,1,0,0.5106,0.1125,0.5012,0.6508,0.6010,0.6010,0.4995,0.5106,0.1125,0.5012,0.6508,0.6010,0.6010,0.4995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
16.636,1,0,0.5106,0.1125,0.5012,0.6508,0.6010,0.6010,0.4995,0.5106,0.1125,0.5012,0.6508,0.6010,0.6010,0.4995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
17.137,1,0,0.5106,0.1125,0.5012,0.6508,0.6010,0.6010,0.4995,0.5106,0.1125,0.5012,0.6508,0.6010,0.6010,0.4995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
17.639,1,0,0.5106,0.1125,0.5012,0.6508,0.6010,0.6010,0.4995,0.5106,0.1125,0.5012,0.6508,0.6010,0.6010,0.4995,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
