time,driverPlayerNum,driverPoints,globalSkill,globalConf,globalOverall,globalSpawn,globalPrecision,globalPunishment,globalRewardBias,driverSkill,driverConf,driverOverall,driverSpawn,driverPrecision,driverPunishment,driverRewardBias,driverCollectSuccess,driverCollectMiss,driverObstacleHit,driverMgPass,driverMgPerfect,driverMgFail
27.855,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6600,0.6025,0.6030,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
28.366,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6600,0.6025,0.6030,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
28.894,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6600,0.6025,0.6030,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
29.420,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6600,0.6025,0.6030,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
29.927,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6600,0.6025,0.6030,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
30.434,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6600,0.6025,0.6030,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
30.938,1,0,0.5000,0.0607,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0607,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
31.444,1,0,0.5000,0.0607,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0607,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
31.946,1,0,0.5000,0.0607,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0607,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
32.476,1,0,0.5000,0.0729,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0729,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
32.987,1,0,0.5000,0.0729,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0729,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
