time,driverPlayerNum,driverPoints,globalSkill,globalConf,globalOverall,globalSpawn,globalPrecision,globalPunishment,globalRewardBias,driverSkill,driverConf,driverOverall,driverSpawn,driverPrecision,driverPunishment,driverRewardBias,driverCollectSuccess,driverCollectMiss,driverObstacleHit,driverMgPass,driverMgPerfect,driverMgFail
9.884,1,0,0.4631,0.1054,0.4961,0.6473,0.5969,0.5969,0.5016,0.4631,0.1054,0.4961,0.6473,0.5969,0.5969,0.5016,0.0000,0.0000,0.1817,0.0000,0.0000,0.0000
10.392,1,0,0.4310,0.1054,0.4939,0.6457,0.5951,0.5951,0.5025,0.4310,0.1054,0.4939,0.6457,0.5951,0.5951,0.5025,0.0000,0.0000,0.1817,0.0000,0.0000,0.0000
10.910,1,50,0.4206,0.1133,0.4917,0.6442,0.5934,0.5934,0.5033,0.4206,0.1133,0.4917,0.6442,0.5934,0.5934,0.5033,0.3504,0.0000,0.3142,0.0000,0.0000,0.0000
11.438,1,50,0.4673,0.1133,0.4944,0.6461,0.5955,0.5955,0.5023,0.4673,0.1133,0.4944,0.6461,0.5955,0.5955,0.5023,0.3504,0.0000,0.3142,0.0000,0.0000,0.0000
11.967,1,50,0.4904,0.1133,0.4981,0.6486,0.5985,0.5985,0.5008,0.4904,0.1133,0.4981,0.6486,0.5985,0.5985,0.5008,0.3504,0.0000,0.3142,0.0000,0.0000,0.0000
12.473,1,50,0.5090,0.1133,0.5003,0.6502,0.6003,0.6003,0.4999,0.5090,0.1133,0.5003,0.6502,0.6003,0.6003,0.4999,0.3504,0.0000,0.3142,0.0000,0.0000,0.0000
12.985,1,50,0.5437,0.1342,0.5047,0.6533,0.6037,0.6037,0.4981,0.5437,0.1342,0.5047,0.6533,0.6037,0.6037,0.4981,0.3504,0.0000,0.2355,0.0000,0.0000,0.0000
13.503,1,50,0.5205,0.1447,0.5036,0.6525,0.6028,0.6028,0.4986,0.5205,0.1447,0.5036,0.6525,0.6028,0.6028,0.4986,0.2578,0.2710,0.2355,0.0000,0.0000,0.0000
14.012,1,50,0.4757,0.1422,0.4969,0.6478,0.5975,0.5975,0.5013,0.4757,0.1422,0.4969,0.6478,0.5975,0.5975,0.5013,0.2578,0.2710,0.3656,0.0000,0.0000,0.0000
14.547,1,50,0.4579,0.1422,0.4940,0.6458,0.5952,0.5952,0.5024,0.4579,0.1422,0.4940,0.6458,0.5952,0.5952,0.5024,0.2578,0.2710,0.3656,0.0000,0.0000,0.0000
15.062,1,50,0.4678,0.1622,0.4948,0.6463,0.5958,0.5958,0.5021,0.4678,0.1622,0.4948,0.6563,0.5983,0.5988,0.4922,0.2578,0.2710,0.2878,0.0000,0.0000,0.0000
15.579,1,100,0.4962,0.1611,0.4970,0.6479,0.5976,0.5976,0.5012,0.4962,0.1611,0.4970,0.6578,0.6000,0.6005,0.4913,0.5356,0.2710,0.2878,0.0000,0.0000,0.0000
16.108,1,100,0.5677,0.1611,0.5071,0.6550,0.6057,0.6057,0.4972,0.5677,0.1611,0.5071,0.6650,0.6082,0.6086,0.4872,0.5356,0.2710,0.2878,0.0000,0.0000,0.0000
16.613,1,100,0.5924,0.1611,0.5139,0.6598,0.6112,0.6112,0.4944,0.5924,0.1611,0.5139,0.6698,0.6136,0.6141,0.4844,0.5356,0.2710,0.2878,0.0000,0.0000,0.0000
17.143,1,100,0.6006,0.1821,0.5160,0.6612,0.6128,0.6128,0.4936,0.6006,0.1821,0.5160,0.6713,0.6153,0.6158,0.4835,0.4168,0.2109,0.2592,0.0000,0.0000,0.0000
17.670,1,100,0.5964,0.1821,0.5177,0.6624,0.6142,0.6142,0.4929,0.5964,0.1821,0.5177,0.6724,0.6167,0.6172,0.4829,0.4168,0.2109,0.2592,0.0000,0.0000,0.0000
18.170,1,150,0.6284,0.1807,0.5206,0.6644,0.6165,0.6165,0.4918,0.6284,0.1807,0.5206,0.6745,0.6190,0.6195,0.4817,0.6442,0.2109,0.2592,0.0000,0.0000,0.0000
18.695,1,150,0.6548,0.1807,0.5271,0.6689,0.6217,0.6217,0.4892,0.6548,0.1807,0.5271,0.6791,0.6242,0.6247,0.4791,0.6442,0.2109,0.2592,0.0000,0.0000,0.0000
19.210,1,150,0.6670,0.1901,0.5310,0.6717,0.6248,0.6248,0.4876,0.6670,0.1901,0.5310,0.6818,0.6273,0.6278,0.4775,0.6442,0.2109,0.2352,0.0000,0.0000,0.0000
19.718,1,150,0.6752,0.1901,0.5330,0.6731,0.6264,0.6264,0.4868,0.6752,0.1901,0.5330,0.6832,0.6289,0.6294,0.4767,0.6442,0.2109,0.2352,0.0000,0.0000,0.0000
20.223,1,150,0.6785,0.1901,0.5338,0.6737,0.6271,0.6271,0.4865,0.6785,0.1901,0.5338,0.6838,0.6296,0.6301,0.4763,0.6442,0.2109,0.2352,0.0000,0.0000,0.0000
20.738,1,250,0.7218,0.1888,0.5407,0.6785,0.6325,0.6325,0.4837,0.7218,0.1888,0.5407,0.6886,0.6351,0.6356,0.4736,0.8772,0.2109,0.2352,0.0000,0.0000,0.0000
21.251,1,250,0.7194,0.2180,0.5476,0.6833,0.6381,0.6381,0.4810,0.7194,0.2180,0.5476,0.6935,0.6406,0.6411,0.4707,0.7080,0.1702,0.1973,0.0000,0.0000,0.0000
21.757,1,250,0.7219,0.2180,0.5483,0.6838,0.6387,0.6387,0.4807,0.7219,0.2180,0.5483,0.6940,0.6412,0.6417,0.4705,0.7080,0.1702,0.1973,0.0000,0.0000,0.0000
22.266,1,250,0.7230,0.2180,0.5486,0.6840,0.6389,0.6389,0.4806,0.7230,0.2180,0.5486,0.6942,0.6414,0.6419,0.4703,0.7080,0.1702,0.1973,0.0000,0.0000,0.0000
22.771,1,250,0.7236,0.2180,0.5487,0.6841,0.6390,0.6390,0.4805,0.7236,0.2180,0.5487,0.6943,0.6415,0.6420,0.4703,0.7080,0.1702,0.1973,0.0000,0.0000,0.0000
23.273,1,250,0.7294,0.2353,0.5538,0.6877,0.6431,0.6431,0.4785,0.7294,0.2353,0.5538,0.6979,0.6456,0.6461,0.4682,0.7080,0.1702,0.1687,0.0000,0.0000,0.0000
23.781,1,400,0.7534,0.2294,0.5579,0.6906,0.6463,0.6463,0.4768,0.7534,0.2294,0.5579,0.7008,0.6489,0.6494,0.4666,0.9058,0.1702,0.2439,0.0000,0.0000,0.0000
24.307,1,400,0.7586,0.2294,0.5593,0.6915,0.6474,0.6474,0.4763,0.7586,0.2294,0.5593,0.7018,0.6500,0.6505,0.4660,0.9058,0.1702,0.2439,0.0000,0.0000,0.0000
24.829,1,400,0.7395,0.2570,0.5616,0.6931,0.6493,0.6493,0.4754,0.7395,0.2570,0.5616,0.7034,0.6518,0.6523,0.4651,0.7531,0.1415,0.2110,0.0000,0.0000,0.0000
25.332,1,400,0.7385,0.2570,0.5613,0.6929,0.6490,0.6490,0.4755,0.7385,0.2570,0.5613,0.7032,0.6516,0.6521,0.4652,0.7531,0.1415,0.2110,0.0000,0.0000,0.0000
25.857,1,400,0.7396,0.2570,0.5615,0.6931,0.6492,0.6492,0.4754,0.7396,0.2570,0.5615,0.7034,0.6518,0.6523,0.4651,0.7531,0.1415,0.2110,0.0000,0.0000,0.0000
26.373,1,400,0.7440,0.2570,0.5626,0.6938,0.6501,0.6501,0.4749,0.7440,0.2570,0.5626,0.7041,0.6527,0.6532,0.4647,0.7531,0.1415,0.2110,0.0000,0.0000,0.0000
26.877,1,400,0.7542,0.2727,0.5693,0.6985,0.6555,0.6555,0.4723,0.7542,0.2727,0.5693,0.7089,0.6580,0.6585,0.4619,0.7531,0.1415,0.1848,0.0000,0.0000,0.0000
27.393,1,400,0.7622,0.2727,0.5706,0.6994,0.6565,0.6565,0.4718,0.7622,0.2727,0.5706,0.7098,0.6591,0.6596,0.4614,0.7531,0.1415,0.1848,0.0000,0.0000,0.0000
27.893,1,400,0.7416,0.2813,0.5714,0.7000,0.6571,0.6571,0.4715,0.7416,0.2813,0.5714,0.7103,0.6597,0.6602,0.4611,0.6421,0.2718,0.1848,0.0000,0.0000,0.0000
28.401,1,400,0.7315,0.2963,0.5654,0.6958,0.6523,0.6523,0.4738,0.7315,0.2963,0.5654,0.7061,0.6549,0.6554,0.4635,0.6421,0.2718,0.1634,0.0000,0.0000,0.0000
28.912,1,400,0.7352,0.2963,0.5693,0.6985,0.6554,0.6554,0.4723,0.7352,0.2963,0.5693,0.7088,0.6580,0.6585,0.4620,0.6421,0.2718,0.1634,0.0000,0.0000,0.0000
29.432,1,400,0.7400,0.2963,0.5708,0.6995,0.6566,0.6566,0.4717,0.7400,0.2963,0.5708,0.7099,0.6592,0.6597,0.4614,0.6421,0.2718,0.1634,0.0000,0.0000,0.0000
29.941,1,500,0.7499,0.2943,0.5720,0.7004,0.6576,0.6576,0.4712,0.7499,0.2943,0.5720,0.7107,0.6602,0.6607,0.4609,0.7970,0.2718,0.1634,0.0000,0.0000,0.0000
30.443,1,500,0.7753,0.3086,0.5844,0.7091,0.6675,0.6675,0.4662,0.7753,0.3086,0.5844,0.7299,0.6727,0.6737,0.4454,0.7970,0.2718,0.1457,0.0000,0.0000,0.0000
30.946,1,500,0.7778,0.3191,0.5888,0.7122,0.6710,0.6710,0.4645,0.7778,0.3191,0.5888,0.7330,0.6762,0.6772,0.4436,0.6878,0.2345,0.1457,0.0000,0.0000,0.0000
31.453,1,500,0.7731,0.3191,0.5871,0.7110,0.6697,0.6697,0.4651,0.7731,0.3191,0.5871,0.7318,0.6749,0.6759,0.4443,0.6878,0.2345,0.1457,0.0000,0.0000,0.0000
31.977,1,500,0.7742,0.3326,0.5912,0.7138,0.6730,0.6730,0.4635,0.7742,0.3326,0.5912,0.7347,0.6781,0.6792,0.4426,0.6878,0.2345,0.1308,0.0000,0.0000,0.0000
32.509,1,500,0.7753,0.3326,0.5916,0.7141,0.6732,0.6732,0.4634,0.7753,0.3326,0.5916,0.7350,0.6784,0.6795,0.4425,0.6878,0.2345,0.1308,0.0000,0.0000,0.0000
33.017,1,500,0.7758,0.3326,0.5917,0.7142,0.6733,0.6733,0.4633,0.7758,0.3326,0.5917,0.7351,0.6785,0.6795,0.4424,0.6878,0.2345,0.1308,0.0000,0.0000,0.0000
33.542,1,500,0.7782,0.3456,0.5957,0.7170,0.6766,0.6766,0.4617,0.7782,0.3456,0.5957,0.7379,0.6817,0.6828,0.4408,0.6878,0.2345,0.1181,0.0000,0.0000,0.0000
34.054,1,500,0.7606,0.3533,0.5953,0.7167,0.6762,0.6762,0.4619,0.7606,0.3533,0.5953,0.7376,0.6814,0.6825,0.4409,0.6030,0.3320,0.1181,0.0000,0.0000,0.0000
34.559,1,500,0.7511,0.3533,0.5894,0.7126,0.6716,0.6716,0.4642,0.7511,0.3533,0.5894,0.7335,0.6767,0.6778,0.4434,0.6030,0.3320,0.1181,0.0000,0.0000,0.0000
35.098,1,500,0.7512,0.3656,0.5916,0.7141,0.6732,0.6732,0.4634,0.7512,0.3656,0.5916,0.7350,0.6784,0.6794,0.4425,0.6030,0.3320,0.1072,0.0000,0.0000,0.0000
35.619,1,500,0.7548,0.3656,0.5926,0.7148,0.6741,0.6741,0.4630,0.7548,0.3656,0.5926,0.7357,0.6793,0.6803,0.4420,0.6030,0.3320,0.1072,0.0000,0.0000,0.0000
36.143,1,600,0.7654,0.3631,0.5942,0.7159,0.6754,0.6754,0.4623,0.7654,0.3631,0.5942,0.7369,0.6805,0.6816,0.4414,0.7326,0.3320,0.1072,0.0000,0.0000,0.0000
36.658,1,600,0.7789,0.3787,0.6019,0.7213,0.6815,0.6815,0.4592,0.7789,0.3787,0.6019,0.7423,0.6867,0.6878,0.4382,0.6467,0.2930,0.1411,0.0000,0.0000,0.0000
37.164,1,600,0.7780,0.3787,0.6052,0.7236,0.6841,0.6841,0.4579,0.7780,0.3787,0.6052,0.7447,0.6894,0.6904,0.4369,0.6467,0.2930,0.1411,0.0000,0.0000,0.0000
37.679,1,600,0.7798,0.3787,0.6059,0.7241,0.6847,0.6847,0.4577,0.7798,0.3787,0.6059,0.7452,0.6899,0.6909,0.4366,0.6467,0.2930,0.1411,0.0000,0.0000,0.0000
38.192,1,600,0.7828,0.3901,0.6102,0.7272,0.6882,0.6882,0.4559,0.7828,0.3901,0.6102,0.7483,0.6934,0.6945,0.4348,0.6467,0.2930,0.1288,0.0000,0.0000,0.0000
38.714,1,600,0.7844,0.3901,0.6109,0.7276,0.6887,0.6887,0.4556,0.7844,0.3901,0.6109,0.7487,0.6939,0.6950,0.4345,0.6467,0.2930,0.1288,0.0000,0.0000,0.0000
39.242,1,600,0.7850,0.3901,0.6112,0.7278,0.6889,0.6889,0.4555,0.7850,0.3901,0.6112,0.7489,0.6942,0.6952,0.4344,0.6467,0.2930,0.1288,0.0000,0.0000,0.0000
39.747,1,600,0.7822,0.4108,0.6161,0.7312,0.6928,0.6928,0.4536,0.7822,0.4108,0.6161,0.7524,0.6981,0.6991,0.4324,0.5773,0.2616,0.1180,0.0000,0.0000,0.0000
40.263,1,700,0.7806,0.4080,0.6145,0.7301,0.6916,0.6916,0.4542,0.7806,0.4080,0.6145,0.7513,0.6968,0.6979,0.4331,0.6873,0.2616,0.1180,0.0000,0.0000,0.0000
40.776,1,700,0.7949,0.4114,0.6184,0.7329,0.6947,0.6947,0.4526,0.7949,0.4114,0.6184,0.7541,0.7000,0.7010,0.4314,0.6873,0.2616,0.1482,0.0000,0.0000,0.0000
41.291,1,700,0.7959,0.4114,0.6215,0.7350,0.6972,0.6972,0.4514,0.7959,0.4114,0.6215,0.7563,0.7024,0.7035,0.4302,0.6873,0.2616,0.1482,0.0000,0.0000,0.0000
41.798,1,700,0.7988,0.4114,0.6223,0.7356,0.6979,0.6979,0.4511,0.7988,0.4114,0.6223,0.7568,0.7031,0.7042,0.4298,0.6873,0.2616,0.1482,0.0000,0.0000,0.0000
42.320,1,700,0.7986,0.4312,0.6235,0.7365,0.6988,0.6988,0.4506,0.7986,0.4312,0.6235,0.7577,0.7041,0.7051,0.4294,0.6176,0.2351,0.1363,0.0000,0.0000,0.0000
42.832,1,700,0.7976,0.4312,0.6283,0.7398,0.7026,0.7026,0.4487,0.7976,0.4312,0.6283,0.7611,0.7079,0.7089,0.4274,0.6176,0.2351,0.1363,0.0000,0.0000,0.0000
43.343,1,700,0.7920,0.4236,0.6241,0.7369,0.6993,0.6993,0.4504,0.7920,0.4236,0.6241,0.7581,0.7046,0.7056,0.4291,0.6176,0.2351,0.1779,0.0000,0.0000,0.0000
43.848,1,700,0.7933,0.4337,0.6267,0.7387,0.7014,0.7014,0.4493,0.7933,0.4337,0.6267,0.7600,0.7066,0.7077,0.4280,0.6176,0.2351,0.1638,0.0000,0.0000,0.0000
44.381,1,700,0.7971,0.4337,0.6285,0.7399,0.7028,0.7028,0.4486,0.7971,0.4337,0.6285,0.7612,0.7080,0.7091,0.4273,0.6176,0.2351,0.1638,0.0000,0.0000,0.0000
44.884,1,700,0.7988,0.4399,0.6299,0.7409,0.7039,0.7039,0.4480,0.7988,0.4399,0.6299,0.7622,0.7092,0.7103,0.4267,0.5595,0.3095,0.1638,0.0000,0.0000,0.0000
45.385,1,800,0.7974,0.4462,0.6321,0.7425,0.7057,0.7057,0.4472,0.7974,0.4462,0.6321,0.7745,0.7136,0.7152,0.4152,0.6585,0.3095,0.1511,0.0000,0.0000,0.0000
45.915,1,800,0.8066,0.4462,0.6365,0.7455,0.7092,0.7092,0.4454,0.8066,0.4462,0.6365,0.7776,0.7171,0.7187,0.4133,0.6585,0.3095,0.1511,0.0000,0.0000,0.0000
46.421,1,800,0.8112,0.4553,0.6417,0.7492,0.7133,0.7133,0.4433,0.8112,0.4553,0.6417,0.7813,0.7213,0.7229,0.4112,0.6585,0.3095,0.1398,0.0000,0.0000,0.0000
46.937,1,800,0.8152,0.4553,0.6429,0.7500,0.7143,0.7143,0.4429,0.8152,0.4553,0.6429,0.7822,0.7222,0.7238,0.4107,0.6585,0.3095,0.1398,0.0000,0.0000,0.0000
47.463,1,800,0.8173,0.4553,0.6440,0.7508,0.7152,0.7152,0.4424,0.8173,0.4553,0.6440,0.7830,0.7232,0.7248,0.4102,0.6585,0.3095,0.1398,0.0000,0.0000,0.0000
47.984,1,800,0.8119,0.4656,0.6437,0.7506,0.7150,0.7150,0.4425,0.8119,0.4656,0.6437,0.7828,0.7229,0.7245,0.4103,0.5978,0.2810,0.1654,0.0000,0.0000,0.0000
48.503,1,800,0.8094,0.4656,0.6443,0.7510,0.7154,0.7154,0.4423,0.8094,0.4656,0.6443,0.7832,0.7234,0.7250,0.4101,0.5978,0.2810,0.1654,0.0000,0.0000,0.0000
49.008,1,800,0.8099,0.4656,0.6441,0.7509,0.7153,0.7153,0.4424,0.8099,0.4656,0.6441,0.7830,0.7232,0.7248,0.4102,0.5978,0.2810,0.1654,0.0000,0.0000,0.0000
49.511,1,800,0.8086,0.4617,0.6462,0.7523,0.7170,0.7170,0.4415,0.8086,0.4617,0.6462,0.7846,0.7249,0.7265,0.4093,0.5978,0.2810,0.1975,0.0000,0.0000,0.0000
50.042,1,900,0.8161,0.4584,0.6436,0.7505,0.7149,0.7149,0.4426,0.8161,0.4584,0.6436,0.7827,0.7228,0.7244,0.4104,0.6923,0.2810,0.1975,0.0000,0.0000,0.0000
50.551,1,900,0.8136,0.4687,0.6449,0.7514,0.7159,0.7159,0.4420,0.8136,0.4687,0.6449,0.7836,0.7239,0.7255,0.4098,0.6311,0.2562,0.2190,0.0000,0.0000,0.0000
51.083,1,900,0.8107,0.4687,0.6457,0.7520,0.7166,0.7166,0.4417,0.8107,0.4687,0.6457,0.7842,0.7245,0.7261,0.4095,0.6311,0.2562,0.2190,0.0000,0.0000,0.0000
51.605,1,1000,0.8210,0.4652,0.6483,0.7538,0.7187,0.7187,0.4407,0.8210,0.4652,0.6483,0.7861,0.7266,0.7282,0.4084,0.7217,0.2562,0.2190,0.0000,0.0000,0.0000
52.128,1,1000,0.8303,0.4740,0.6562,0.7593,0.7249,0.7249,0.4375,0.8303,0.4740,0.6562,0.7917,0.7329,0.7345,0.4052,0.7217,0.2562,0.2029,0.0000,0.0000,0.0000
52.644,1,1000,0.8357,0.4740,0.6589,0.7612,0.7271,0.7271,0.4364,0.8357,0.4740,0.6589,0.7936,0.7351,0.7367,0.4040,0.7217,0.2562,0.2029,0.0000,0.0000,0.0000
53.175,1,1000,0.8362,0.4873,0.6625,0.7637,0.7300,0.7300,0.4350,0.8362,0.4873,0.6625,0.7962,0.7380,0.7396,0.4025,0.6604,0.2344,0.1954,0.0000,0.0000,0.0000
53.679,1,1000,0.8357,0.4873,0.6636,0.7645,0.7308,0.7308,0.4346,0.8357,0.4873,0.6636,0.7970,0.7389,0.7405,0.4021,0.6604,0.2344,0.1954,0.0000,0.0000,0.0000
54.206,1,1000,0.8353,0.4873,0.6634,0.7644,0.7307,0.7307,0.4346,0.8353,0.4873,0.6634,0.7969,0.7388,0.7404,0.4022,0.6604,0.2344,0.1954,0.0000,0.0000,0.0000
54.719,1,1100,0.8409,0.4917,0.6676,0.7673,0.7341,0.7341,0.4330,0.8409,0.4917,0.6676,0.7999,0.7422,0.7438,0.4004,0.7475,0.2344,0.1815,0.0000,0.0000,0.0000
55.231,1,1100,0.8501,0.4917,0.6721,0.7705,0.7377,0.7377,0.4311,0.8501,0.4917,0.6721,0.8031,0.7458,0.7474,0.3985,0.7475,0.2344,0.1815,0.0000,0.0000,0.0000
55.744,1,1100,0.8520,0.5084,0.6789,0.7753,0.7432,0.7432,0.4284,0.8520,0.5084,0.6789,0.8080,0.7513,0.7529,0.3957,0.6862,0.2152,0.1690,0.0000,0.0000,0.0000
56.271,1,1100,0.8507,0.5084,0.6783,0.7748,0.7427,0.7427,0.4287,0.8507,0.5084,0.6783,0.8075,0.7508,0.7524,0.3959,0.6862,0.2152,0.1690,0.0000,0.0000,0.0000
56.777,1,1200,0.8588,0.5046,0.6792,0.7754,0.7433,0.7433,0.4283,0.8588,0.5046,0.6792,0.8082,0.7514,0.7531,0.3956,0.7703,0.2152,0.1690,0.0000,0.0000,0.0000
57.291,1,1200,0.8631,0.5083,0.6839,0.7787,0.7471,0.7471,0.4265,0.8631,0.5083,0.6839,0.8115,0.7552,0.7568,0.3936,0.7703,0.2152,0.1631,0.0000,0.0000,0.0000
57.802,1,1200,0.8650,0.5083,0.6853,0.7797,0.7482,0.7482,0.4259,0.8650,0.5083,0.6853,0.8125,0.7564,0.7580,0.3930,0.7703,0.2152,0.1631,0.0000,0.0000,0.0000
58.330,1,1200,0.8651,0.5083,0.6857,0.7800,0.7486,0.7486,0.4257,0.8651,0.5083,0.6857,0.8128,0.7567,0.7583,0.3929,0.7703,0.2152,0.1631,0.0000,0.0000,0.0000
58.842,1,1200,0.8613,0.5243,0.6899,0.7830,0.7520,0.7520,0.4240,0.8613,0.5243,0.6899,0.8159,0.7601,0.7617,0.3911,0.7091,0.1981,0.1521,0.0000,0.0000,0.0000
59.358,1,1300,0.8672,0.5204,0.6898,0.7829,0.7519,0.7519,0.4241,0.8672,0.5204,0.6898,0.8158,0.7600,0.7617,0.3912,0.7905,0.1981,0.1521,0.0000,0.0000,0.0000
59.913,1,1300,0.8671,0.5180,0.6908,0.7835,0.7526,0.7526,0.4237,0.8671,0.5180,0.6908,0.8165,0.7608,0.7624,0.3908,0.7905,0.1981,0.1764,0.0000,0.0000,0.0000
60.414,1,1300,0.8656,0.5180,0.6896,0.7827,0.7516,0.7516,0.4242,0.8656,0.5180,0.6896,0.8266,0.7625,0.7647,0.3803,0.7905,0.1981,0.1764,0.0000,0.0000,0.0000
60.945,1,1300,0.8622,0.5164,0.6848,0.7794,0.7478,0.7478,0.4261,0.8622,0.5164,0.6848,0.8231,0.7587,0.7608,0.3823,0.7905,0.1981,0.1971,0.0000,0.0000,0.0000
61.446,1,1300,0.8557,0.5251,0.6874,0.7812,0.7499,0.7499,0.4251,0.8557,0.5251,0.6874,0.8250,0.7607,0.7629,0.3812,0.7296,0.1828,0.1971,0.0000,0.0000,0.0000
61.970,1,1400,0.8617,0.5211,0.6879,0.7815,0.7503,0.7503,0.4248,0.8617,0.5211,0.6879,0.8254,0.7612,0.7633,0.3810,0.8086,0.1828,0.1971,0.0000,0.0000,0.0000
62.486,1,1400,0.8658,0.5281,0.6929,0.7850,0.7543,0.7543,0.4229,0.8658,0.5281,0.6929,0.8289,0.7652,0.7673,0.3789,0.8086,0.1828,0.1840,0.0000,0.0000,0.0000
62.994,1,1400,0.8670,0.5281,0.6937,0.7856,0.7549,0.7549,0.4225,0.8670,0.5281,0.6937,0.8295,0.7658,0.7680,0.3786,0.8086,0.1828,0.1840,0.0000,0.0000,0.0000
63.503,1,1400,0.8698,0.5347,0.6976,0.7883,0.7580,0.7580,0.4210,0.8698,0.5347,0.6976,0.8323,0.7689,0.7711,0.3769,0.8086,0.1828,0.1719,0.0000,0.0000,0.0000
64.008,1,1500,0.8718,0.5302,0.6972,0.7881,0.7578,0.7578,0.4211,0.8718,0.5302,0.6972,0.8321,0.7687,0.7709,0.3771,0.8214,0.1688,0.2059,0.0000,0.0000,0.0000
64.533,1,1500,0.8710,0.5337,0.6967,0.7877,0.7573,0.7573,0.4213,0.8710,0.5337,0.6967,0.8317,0.7682,0.7704,0.3773,0.8214,0.1688,0.1990,0.0000,0.0000,0.0000
65.058,1,1500,0.8720,0.5337,0.6985,0.7889,0.7588,0.7588,0.4206,0.8720,0.5337,0.6985,0.8330,0.7697,0.7719,0.3765,0.8214,0.1688,0.1990,0.0000,0.0000,0.0000
