time,driverPlayerNum,driverPoints,globalSkill,globalConf,globalOverall,globalSpawn,globalPrecision,globalPunishment,globalRewardBias,driverSkill,driverConf,driverOverall,driverSpawn,driverPrecision,driverPunishment,driverRewardBias,driverCollectSuccess,driverCollectMiss,driverObstacleHit,driverMgPass,driverMgPerfect,driverMgFail
29.839,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6600,0.6025,0.6030,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
30.357,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6600,0.6025,0.6030,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
30.861,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6600,0.6025,0.6030,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
31.384,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6600,0.6025,0.6030,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
31.906,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6600,0.6025,0.6030,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
32.421,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
32.945,1,0,0.5000,0.0607,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0607,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33.465,1,0,0.5000,0.0607,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0607,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33.984,1,0,0.5000,0.0607,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0607,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34.491,1,0,0.5000,0.0729,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0729,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
35.013,1,0,0.5000,0.0729,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0729,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
35.536,1,0,0.5000,0.0952,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0952,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
36.064,1,0,0.5000,0.0952,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0952,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
36.580,1,0,0.5000,0.0952,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0952,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
37.103,1,0,0.4754,0.0935,0.5000,0.6500,0.6000,0.6000,0.5000,0.4754,0.0935,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.1817,0.0000,0.0000,0.0000
37.612,1,0,0.4401,0.1148,0.4953,0.6467,0.5963,0.5963,0.5019,0.4401,0.1148,0.4953,0.6666,0.6012,0.6022,0.4820,0.0000,0.0000,0.1319,0.0000,0.0000,0.0000
38.133,1,0,0.4402,0.1148,0.4931,0.6452,0.5945,0.5945,0.5027,0.4402,0.1148,0.4931,0.6650,0.5994,0.6004,0.4829,0.0000,0.0000,0.1319,0.0000,0.0000,0.0000
38.643,1,0,0.4402,0.1148,0.4931,0.6452,0.5945,0.5945,0.5027,0.4402,0.1148,0.4931,0.6650,0.5994,0.6004,0.4829,0.0000,0.0000,0.1319,0.0000,0.0000,0.0000
39.158,1,0,0.3911,0.1258,0.4879,0.6415,0.5903,0.5903,0.5048,0.3911,0.1258,0.4879,0.6613,0.5952,0.5962,0.4851,0.0000,0.3504,0.1319,0.0000,0.0000,0.0000
39.680,1,0,0.3590,0.1236,0.4849,0.6394,0.5879,0.5879,0.5061,0.3590,0.1236,0.4849,0.6592,0.5928,0.5938,0.4863,0.0000,0.3504,0.2742,0.0000,0.0000,0.0000
40.196,1,0,0.3510,0.1440,0.4782,0.6347,0.5826,0.5826,0.5087,0.3510,0.1440,0.4782,0.6544,0.5874,0.5884,0.4890,0.0000,0.3504,0.2117,0.0000,0.0000,0.0000
40.726,1,0,0.3616,0.1440,0.4796,0.6358,0.5837,0.5837,0.5081,0.3616,0.1440,0.4796,0.6555,0.5886,0.5896,0.4884,0.0000,0.3504,0.2117,0.0000,0.0000,0.0000
41.243,1,0,0.3460,0.1413,0.4789,0.6352,0.5831,0.5831,0.5084,0.3460,0.1413,0.4789,0.6549,0.5880,0.5890,0.4887,0.0000,0.3504,0.3300,0.0000,0.0000,0.0000
41.769,3,0,0.3386,0.1413,0.4772,0.6341,0.5818,0.5818,0.5091,0.5044,0.0000,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
42.294,3,0,0.3517,0.1608,0.4756,0.6329,0.5805,0.5805,0.5098,0.5124,0.0247,0.5003,0.6502,0.6002,0.6002,0.4999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
42.796,3,0,0.3533,0.1713,0.4753,0.6327,0.5803,0.5803,0.5099,0.4581,0.0369,0.4992,0.6494,0.5994,0.5994,0.5003,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
