time,driverPlayerNum,driverPoints,globalSkill,globalConf,globalOverall,globalSpawn,globalPrecision,globalPunishment,globalRewardBias,driverSkill,driverConf,driverOverall,driverSpawn,driverPrecision,driverPunishment,driverRewardBias,driverCollectSuccess,driverCollectMiss,driverObstacleHit,driverMgPass,driverMgPerfect,driverMgFail
23.786,1,0,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
24.294,1,0,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
24.801,1,0,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
25.305,1,0,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
25.806,1,0,0.5000,0.0375,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0375,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
26.309,1,0,0.5000,0.0375,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0375,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
26.817,1,0,0.5000,0.0375,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0375,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
27.323,1,0,0.5000,0.0375,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0375,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
27.830,1,0,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
28.337,1,0,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
28.838,1,0,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
29.344,1,0,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
29.849,1,0,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
30.353,1,0,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
30.856,1,0,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
31.358,1,0,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
31.860,1,0,0.5000,0.0750,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0750,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
32.361,1,0,0.5035,0.0750,0.5002,0.6501,0.6002,0.6002,0.4999,0.5035,0.0750,0.5002,0.6501,0.6002,0.6002,0.4999,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
32.863,1,0,0.5138,0.0750,0.5009,0.6507,0.6008,0.6008,0.4996,0.5138,0.0750,0.5009,0.6507,0.6008,0.6008,0.4996,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33.368,1,0,0.5299,0.0750,0.5022,0.6515,0.6017,0.6017,0.4991,0.5299,0.0750,0.5022,0.6515,0.6017,0.6017,0.4991,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33.870,1,0,0.5432,0.1000,0.5042,0.6530,0.6034,0.6034,0.4983,0.5432,0.1000,0.5042,0.6530,0.6034,0.6034,0.4983,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34.374,1,0,0.5535,0.1000,0.5053,0.6537,0.6042,0.6042,0.4979,0.5535,0.1000,0.5053,0.6537,0.6042,0.6042,0.4979,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34.877,1,0,0.5588,0.1000,0.5059,0.6541,0.6047,0.6047,0.4977,0.5588,0.1000,0.5059,0.6541,0.6047,0.6047,0.4977,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
35.385,1,0,0.5607,0.1000,0.5061,0.6542,0.6049,0.6049,0.4976,0.5607,0.1000,0.5061,0.6542,0.6049,0.6049,0.4976,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
35.893,1,0,0.5614,0.1125,0.5069,0.6548,0.6055,0.6055,0.4972,0.5614,0.1125,0.5069,0.6548,0.6055,0.6055,0.4972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
36.394,1,0,0.5617,0.1125,0.5069,0.6549,0.6056,0.6056,0.4972,0.5617,0.1125,0.5069,0.6549,0.6056,0.6056,0.4972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
36.898,1,0,0.5618,0.1125,0.5070,0.6549,0.6056,0.6056,0.4972,0.5618,0.1125,0.5070,0.6549,0.6056,0.6056,0.4972,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
37.405,1,0,0.5618,0.1250,0.5077,0.6554,0.6062,0.6062,0.4969,0.5618,0.1250,0.5077,0.6554,0.6062,0.6062,0.4969,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
37.905,1,0,0.5618,0.1250,0.5077,0.6554,0.6062,0.6062,0.4969,0.5618,0.1250,0.5077,0.6554,0.6062,0.6062,0.4969,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
38.408,1,0,0.5618,0.1250,0.5077,0.6554,0.6062,0.6062,0.4969,0.5618,0.1250,0.5077,0.6554,0.6062,0.6062,0.4969,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
38.911,1,0,0.5618,0.1250,0.5077,0.6554,0.6062,0.6062,0.4969,0.5618,0.1250,0.5077,0.6554,0.6062,0.6062,0.4969,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
39.416,1,0,0.5619,0.1375,0.5085,0.6560,0.6068,0.6068,0.4966,0.5619,0.1375,0.5085,0.6560,0.6068,0.6068,0.4966,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
39.919,1,0,0.5662,0.1500,0.5099,0.6569,0.6079,0.6079,0.4960,0.5662,0.1500,0.5099,0.6569,0.6079,0.6079,0.4960,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
40.425,1,0,0.5124,0.1500,0.5102,0.6571,0.6081,0.6081,0.4959,0.5124,0.1500,0.5102,0.6571,0.6081,0.6081,0.4959,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000
