time,driverPlayerNum,driverPoints,globalSkill,globalConf,globalOverall,globalSpawn,globalPrecision,globalPunishment,globalRewardBias,driverSkill,driverConf,driverOverall,driverSpawn,driverPrecision,driverPunishment,driverRewardBias,driverCollectSuccess,driverCollectMiss,driverObstacleHit,driverMgPass,driverMgPerfect,driverMgFail
34.852,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6600,0.6025,0.6030,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
35.387,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6600,0.6025,0.6030,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
35.912,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6600,0.6025,0.6030,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
36.441,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6600,0.6025,0.6030,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
36.953,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6600,0.6025,0.6030,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
37.470,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6600,0.6025,0.6030,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
38.000,1,0,0.5000,0.0607,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0607,0.5000,0.6600,0.6025,0.6030,0.4900,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
38.517,1,0,0.5000,0.0607,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0607,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
39.037,1,0,0.5000,0.0607,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0607,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
39.564,1,0,0.5000,0.0729,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0729,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
40.095,1,0,0.5000,0.0729,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0729,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
40.615,1,0,0.5000,0.0952,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0952,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
41.141,1,0,0.5000,0.0952,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0952,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
41.666,1,0,0.5000,0.0952,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0952,0.5000,0.6699,0.6049,0.6059,0.4801,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
42.199,1,100,0.6095,0.0946,0.5090,0.6563,0.6072,0.6072,0.4964,0.6095,0.0946,0.5090,0.6763,0.6122,0.6132,0.4764,0.5191,0.0000,0.0000,0.0000,0.0000,0.0000
42.715,1,100,0.6511,0.0946,0.5138,0.6597,0.6110,0.6110,0.4945,0.6511,0.0946,0.5138,0.6797,0.6160,0.6170,0.4744,0.5191,0.0000,0.0000,0.0000,0.0000,0.0000
43.227,1,100,0.6658,0.1159,0.5190,0.6633,0.6152,0.6152,0.4924,0.6658,0.1159,0.5190,0.6834,0.6202,0.6212,0.4723,0.5191,0.0000,0.0000,0.0000,0.0000,0.0000
43.741,1,100,0.6734,0.1159,0.5199,0.6640,0.6160,0.6160,0.4920,0.6734,0.1159,0.5199,0.6841,0.6209,0.6219,0.4719,0.5191,0.0000,0.0000,0.0000,0.0000,0.0000
44.247,1,100,0.6330,0.1255,0.5177,0.6624,0.6141,0.6141,0.4929,0.6330,0.1255,0.5177,0.6825,0.6191,0.6201,0.4728,0.3388,0.0000,0.1397,0.0000,0.0000,0.0000
44.758,1,100,0.5766,0.1233,0.5098,0.6569,0.6078,0.6078,0.4961,0.5766,0.1233,0.5098,0.6769,0.6128,0.6138,0.4761,0.3388,0.0000,0.2828,0.0000,0.0000,0.0000
45.273,1,100,0.5483,0.1437,0.5069,0.6549,0.6055,0.6055,0.4972,0.5483,0.1437,0.5069,0.6748,0.6105,0.6115,0.4772,0.3388,0.0000,0.2180,0.0000,0.0000,0.0000
45.795,1,100,0.5484,0.1411,0.5074,0.6551,0.6059,0.6059,0.4971,0.5484,0.1411,0.5074,0.6751,0.6108,0.6118,0.4771,0.3388,0.0000,0.3370,0.0000,0.0000,0.0000
46.306,1,100,0.5228,0.1411,0.5043,0.6530,0.6034,0.6034,0.4983,0.5228,0.1411,0.5043,0.6729,0.6084,0.6093,0.4783,0.3388,0.0000,0.3370,0.0000,0.0000,0.0000
46.828,1,100,0.5134,0.1411,0.5022,0.6516,0.6018,0.6018,0.4991,0.5134,0.1411,0.5022,0.6715,0.6067,0.6077,0.4792,0.3388,0.0000,0.3370,0.0000,0.0000,0.0000
47.357,1,100,0.5122,0.1606,0.5015,0.6511,0.6012,0.6012,0.4994,0.5122,0.1606,0.5015,0.6710,0.6062,0.6072,0.4794,0.3388,0.0000,0.2702,0.0000,0.0000,0.0000
47.876,2,0,0.5176,0.1575,0.5041,0.6529,0.6033,0.6033,0.4984,0.5000,0.0000,0.5041,0.6529,0.6033,0.6033,0.4984,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
48.382,2,0,0.4209,0.1668,0.4917,0.6442,0.5933,0.5933,0.5033,0.3845,0.0119,0.4991,0.6493,0.5993,0.5993,0.5004,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
48.904,2,0,0.3645,0.1668,0.4788,0.6352,0.5831,0.5831,0.5085,0.3122,0.0119,0.4979,0.6485,0.5983,0.5983,0.5008,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
49.431,2,0,0.3445,0.1668,0.4746,0.6322,0.5797,0.5797,0.5102,0.2866,0.0119,0.4975,0.6483,0.5980,0.5980,0.5010,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
49.951,2,0,0.3551,0.1856,0.4728,0.6310,0.5782,0.5782,0.5109,0.1887,0.0366,0.4891,0.6424,0.5913,0.5913,0.5043,0.0000,1.0000,0.4816,0.0000,0.0000,0.0000
50.458,2,0,0.3588,0.1856,0.4737,0.6316,0.5790,0.5790,0.5105,0.1546,0.0366,0.4875,0.6412,0.5900,0.5900,0.5050,0.0000,1.0000,0.4816,0.0000,0.0000,0.0000
50.959,2,0,0.3601,0.1856,0.4740,0.6318,0.5792,0.5792,0.5104,0.1423,0.0366,0.4869,0.6409,0.5896,0.5896,0.5052,0.0000,1.0000,0.4816,0.0000,0.0000,0.0000
51.459,2,0,0.3615,0.2034,0.4741,0.6319,0.5793,0.5793,0.5104,0.1406,0.0601,0.4868,0.6407,0.5894,0.5894,0.5053,0.0000,1.0000,0.2348,0.0000,0.0000,0.0000
51.970,2,0,0.3757,0.2148,0.4733,0.6313,0.5786,0.5786,0.5107,0.1765,0.0723,0.4766,0.6336,0.5813,0.5813,0.5094,0.0000,0.9994,0.2348,0.0000,0.0000,0.0000
52.478,2,0,0.3854,0.2148,0.4754,0.6328,0.5803,0.5803,0.5099,0.1894,0.0723,0.4776,0.6343,0.5820,0.5820,0.5090,0.0000,0.9994,0.2348,0.0000,0.0000,0.0000
52.998,2,0,0.3889,0.2148,0.4759,0.6331,0.5807,0.5807,0.5096,0.1942,0.0723,0.4778,0.6344,0.5822,0.5822,0.5089,0.0000,0.9994,0.2348,0.0000,0.0000,0.0000
53.504,2,0,0.3934,0.2318,0.4763,0.6334,0.5811,0.5811,0.5095,0.2009,0.0946,0.4780,0.6346,0.5824,0.5824,0.5088,0.0000,0.9994,0.1526,0.0000,0.0000,0.0000
54.011,2,0,0.4026,0.2318,0.4768,0.6338,0.5814,0.5814,0.5093,0.2145,0.0946,0.4726,0.6308,0.5781,0.5781,0.5109,0.0000,0.9994,0.1526,0.0000,0.0000,0.0000
