time,driverPlayerNum,driverPoints,globalSkill,globalConf,globalOverall,globalSpawn,globalPrecision,globalPunishment,globalRewardBias,driverSkill,driverConf,driverOverall,driverSpawn,driverPrecision,driverPunishment,driverRewardBias,driverCollectSuccess,driverCollectMiss,driverObstacleHit,driverMgPass,driverMgPerfect,driverMgFail
0.556,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.068,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1.597,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.126,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
2.647,1,0,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0372,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.173,1,0,0.5000,0.0491,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0491,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
3.674,1,0,0.5000,0.0491,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0491,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.192,1,0,0.5000,0.0491,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0491,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
4.716,1,0,0.5000,0.0491,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0491,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5.223,1,0,0.5000,0.0613,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0613,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
5.726,1,0,0.5000,0.0842,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0842,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6.239,1,0,0.5000,0.0842,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0842,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
6.745,1,0,0.5000,0.0842,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0842,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.261,1,0,0.5000,0.0842,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0842,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
7.763,1,0,0.5000,0.0842,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0842,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.293,1,0,0.5000,0.0952,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0952,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
8.801,1,0,0.5000,0.0952,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0952,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.306,1,0,0.5000,0.1071,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.1071,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
9.836,1,0,0.5000,0.1071,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.1071,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10.369,1,0,0.5000,0.1071,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.1071,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
