time,driverPlayerNum,driverPoints,globalSkill,globalConf,globalOverall,globalSpawn,globalPrecision,globalPunishment,globalRewardBias,driverSkill,driverConf,driverOverall,driverSpawn,driverPrecision,driverPunishment,driverRewardBias,driverCollectSuccess,driverCollectMiss,driverObstacleHit,driverMgPass,driverMgPerfect,driverMgFail
24.778,1,0,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
25.282,1,0,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
25.783,1,0,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
26.285,1,0,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0250,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
26.787,1,0,0.5000,0.0375,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0375,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
27.288,1,0,0.5000,0.0375,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0375,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
27.788,1,0,0.5000,0.0375,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0375,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
28.292,1,0,0.5000,0.0375,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0375,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
28.794,1,0,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
29.296,1,0,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
29.798,1,0,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
30.303,1,0,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0500,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
30.804,1,0,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
31.305,1,0,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
31.806,1,0,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
32.307,1,0,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0625,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
32.810,1,0,0.5000,0.0750,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0750,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33.311,1,0,0.5000,0.0750,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0750,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
33.814,1,0,0.5000,0.0750,0.5000,0.6500,0.6000,0.6000,0.5000,0.5000,0.0750,0.5000,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34.314,1,0,0.5014,0.0750,0.5001,0.6500,0.6000,0.6000,0.5000,0.5014,0.0750,0.5001,0.6500,0.6000,0.6000,0.5000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
34.814,1,0,0.4713,0.1000,0.4979,0.6485,0.5983,0.5983,0.5008,0.4713,0.1000,0.4979,0.6485,0.5983,0.5983,0.5008,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000
35.315,1,0,0.4332,0.1000,0.4935,0.6454,0.5948,0.5948,0.5026,0.4332,0.1000,0.4935,0.6454,0.5948,0.5948,0.5026,0.0000,0.5000,0.0000,0.0000,0.0000,0.0000
