run_time,current_driver_player_number,driver_changed_this_frame,driver_change_count_total,curve_active,drift_check_active,drift_check_result,warning_active,warning_obstacle_id,driver_input_this_frame,inputs_per_second,hit_obstacle_id_this_frame,player1_collision_counter,player2_collision_counter,player3_collision_counter,player4_collision_counter,collision_count_total
29.7958,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
29.85347,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
29.89264,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
29.93362,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
29.96415,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
29.97503,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
29.99718,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
30.02238,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
30.04578,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
30.07031,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
30.09726,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
30.14466,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
30.15674,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
30.1737,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
30.197,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
30.22008,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
30.2444,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
30.26904,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
30.29266,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
30.31833,1,0,0,0,0,0,0,-1,1,1.0000,-1,0,0,0,0,0
30.34032,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.36349,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.38824,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.40829,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.43082,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.45399,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.47714,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.50242,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.52175,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.54852,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.56792,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.59528,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.61563,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.6384,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.66127,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.68861,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.70765,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.7325,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.75541,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.77932,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.80225,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.82519,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.84672,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.86937,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.89495,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.91687,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.94134,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.96288,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
30.98715,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
31.01013,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
31.03779,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
31.05762,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
31.08122,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
31.10663,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
31.12842,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
31.15022,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
31.17287,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
31.19662,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
31.21863,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
31.24077,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
31.26376,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
31.28635,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
31.30961,1,0,0,0,0,0,0,-1,0,1.0000,-1,0,0,0,0,0
31.33204,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.35357,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.37712,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.3996,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.42242,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.44453,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.46478,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.48835,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.51187,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.53658,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.55946,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.5837,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.60815,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.63694,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.65971,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.68283,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.70138,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.72587,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.7494,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.77346,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.79917,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.82178,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.84564,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.87041,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.8915,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.91486,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.94142,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.96333,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
31.9909,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.03201,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.04416,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.06063,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.08445,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.11457,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.13277,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.15838,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.18285,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.20677,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.23351,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.26285,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.28531,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.30685,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.332,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.35592,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.3793,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.41646,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.4389,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.46293,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.48328,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.50514,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.52903,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.55454,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.57801,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.60149,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.62575,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.65061,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.67295,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.69635,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.72091,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.74561,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.76848,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.79203,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.81936,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.83995,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.86342,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.89061,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.91164,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.93467,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.95866,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
32.98334,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.00781,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.03489,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.05592,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.07926,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.111,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.15367,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.16645,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.18827,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.20819,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.23581,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.26466,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.31334,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.32557,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.34586,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.37129,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.39807,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.45174,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.48326,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.50154,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.51934,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.53792,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.5679,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.58978,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.61409,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.6374,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.65694,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.68095,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.7051,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.73137,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.7547,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.77797,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.80527,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.82548,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.84871,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.87557,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.8969,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.92067,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.9444,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.97249,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
33.99543,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
34.0192,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
34.04562,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
34.07268,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
34.11521,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
34.12656,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
34.14439,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
34.16903,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
34.19405,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
34.21767,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
34.24807,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
34.29109,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
34.30453,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
34.32153,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
34.3462,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
34.37186,1,0,0,0,0,0,0,-1,0,0.0000,-1,0,0,0,0,0
34.39684,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.44415,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.4567,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.47604,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.50042,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.52658,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.5513,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.59686,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.60846,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.62785,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.65594,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.6848,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.71005,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.73828,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.76159,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.78654,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.8105,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.83447,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.85683,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.8819,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.90588,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.92875,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.95347,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.97589,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
34.99999,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
35.02293,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
35.04598,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
35.06947,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
35.09443,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
35.11478,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
35.14087,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
35.16388,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
35.18578,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
35.21016,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
35.23264,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
35.25898,1,0,0,0,0,0,1,5,0,0.0000,-1,0,0,0,0,0
