run_time,frame,delta_time,speed,pos_x,pos_y,pos_z,steer,throttle,brake,slow_brake,input_count_frame,inputs_per_second,collision_count,last_warning_reaction,last_hazard_reaction,last_drift_reaction,last_reaction_type,last_cue_type
19.6110,2639,0.0198,50.0000,105.2097,-136.1000,902.2853,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
19.6319,2640,0.0209,50.0000,105.2097,-136.1000,902.2853,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
19.6525,2641,0.0206,50.0000,101.8297,-136.1000,902.8038,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
19.6731,2642,0.0206,50.0000,101.8296,-136.1000,902.8038,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
19.6949,2643,0.0218,50.0000,101.8296,-136.1000,902.8038,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
19.7152,2644,0.0204,50.0000,98.5077,-136.1000,903.5203,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
19.7364,2645,0.0211,50.0000,98.5077,-136.1000,903.5204,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
19.7587,2646,0.0223,50.0000,98.5077,-136.1000,903.5203,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
19.7805,2647,0.0218,50.0000,95.2315,-136.1000,904.3875,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
19.8015,2648,0.0211,50.0000,95.2315,-136.1000,904.3875,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
19.8236,2649,0.0221,50.0000,95.2315,-136.1000,904.3875,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
19.8439,2650,0.0203,50.0000,91.9678,-136.1000,905.3844,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
19.8653,2651,0.0214,50.0000,91.9678,-136.1000,905.3844,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
19.8886,2652,0.0232,50.0000,91.9678,-136.1000,905.3844,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
19.9075,2653,0.0189,50.0000,88.7560,-136.1000,906.4793,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
19.9294,2654,0.0219,50.0000,88.7560,-136.1000,906.4793,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
19.9522,2655,0.0228,50.0000,86.7625,-136.1000,907.2114,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
19.9742,2656,0.0220,50.0000,86.7625,-136.1000,907.2114,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
19.9946,2657,0.0204,50.0000,86.7625,-136.1000,907.2114,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.0155,2658,0.0209,50.0000,83.6113,-136.1000,908.4473,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.0353,2659,0.0198,50.0000,83.6113,-136.1000,908.4473,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.0570,2660,0.0217,50.0000,83.6113,-136.1000,908.4473,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.0782,2661,0.0213,50.0000,80.6282,-136.0999,909.7043,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.0978,2662,0.0196,50.0000,80.6282,-136.0999,909.7045,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.1189,2663,0.0211,50.0000,80.6282,-136.0999,909.7044,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.1398,2664,0.0209,50.0000,77.6936,-136.0998,911.0291,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.1596,2665,0.0198,50.0000,77.6936,-136.0998,911.0291,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.1812,2666,0.0216,50.0000,77.6936,-136.0998,911.0291,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.2008,2667,0.0196,50.0000,74.7588,-136.0996,912.4542,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.2211,2668,0.0204,50.0000,74.7588,-136.0996,912.4542,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.2421,2669,0.0210,50.0000,74.7588,-136.0996,912.4542,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.2627,2670,0.0206,50.0000,71.8975,-136.0994,913.9676,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.2831,2671,0.0204,50.0000,71.8975,-136.0994,913.9677,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.3028,2672,0.0197,50.0000,71.8975,-136.0994,913.9676,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.3242,2673,0.0215,50.0000,69.0295,-136.0992,915.6705,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.3449,2674,0.0207,50.0000,69.0295,-136.0992,915.6705,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.3670,2675,0.0220,50.0000,69.0295,-136.0992,915.6705,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.3863,2676,0.0194,50.0000,65.7556,-136.0989,918.1365,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.4070,2677,0.0207,50.0000,65.7556,-136.0989,918.1365,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.4285,2678,0.0215,50.0000,65.7556,-136.0989,918.1365,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.4476,2679,0.0191,50.0000,63.6403,-136.0992,920.1541,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.4685,2680,0.0210,50.0000,63.6403,-136.0992,920.1541,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.4879,2681,0.0194,50.0000,63.6403,-136.0992,920.1541,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.5089,2682,0.0210,50.0000,61.1690,-136.0996,922.5800,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.5295,2683,0.0206,50.0000,61.1690,-136.0996,922.5800,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.5490,2684,0.0194,50.0000,59.6093,-136.0997,924.4051,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.5702,2685,0.0213,50.0000,59.6093,-136.0997,924.4052,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.5906,2686,0.0204,50.0000,59.6093,-136.0997,924.4052,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.6094,2687,0.0188,50.0000,57.5854,-136.0997,927.1480,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.6305,2688,0.0212,50.0000,57.5854,-136.0997,927.1480,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.6496,2689,0.0190,49.9365,57.5854,-136.0997,927.1480,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.6711,2690,0.0215,49.8795,55.7473,-136.0996,930.1629,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.6910,2691,0.0200,49.8150,55.7473,-136.0996,930.1629,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.7122,2692,0.0211,49.7551,55.7473,-136.0996,930.1629,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.7319,2693,0.0197,49.6917,54.2591,-136.0992,933.2327,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.7534,2694,0.0215,49.6326,54.2591,-136.0992,933.2326,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.7744,2695,0.0210,49.5680,54.2591,-136.0992,933.2327,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.7954,2696,0.0211,49.5051,52.9775,-136.0991,936.5787,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.8163,2697,0.0209,49.4419,52.9775,-136.0991,936.5787,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.8384,2698,0.0221,49.3793,52.9775,-136.0991,936.5787,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.8580,2699,0.0196,49.3130,52.0449,-136.0991,940.0800,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.8800,2700,0.0220,49.2543,52.0449,-136.0991,940.0800,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.9005,2701,0.0206,49.1882,52.0449,-136.0991,940.0800,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.9212,2702,0.0207,49.1266,51.4326,-136.0992,943.3262,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.9406,2703,0.0194,49.0645,51.4326,-136.0992,943.3262,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.9627,2704,0.0221,49.0064,51.4326,-136.0992,943.3262,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
20.9823,2705,0.0196,48.9402,50.9593,-136.0992,946.4441,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.0042,2706,0.0219,48.8813,50.9593,-136.0992,946.4441,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.0258,2707,0.0217,48.8157,50.9593,-136.0992,946.4441,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.0448,2708,0.0190,48.7507,50.5319,-136.0995,949.5405,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.0675,2709,0.0227,48.6938,50.5319,-136.0995,949.5405,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.0876,2710,0.0201,48.6256,50.5319,-136.0995,949.5405,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.1084,2711,0.0208,48.5654,50.1992,-136.0997,952.9117,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.1281,2712,0.0197,48.5029,50.1992,-136.0997,952.9117,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.1498,2713,0.0217,48.4438,50.1992,-136.0997,952.9117,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.1695,2714,0.0198,48.3789,50.0735,-136.0996,955.9714,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.1911,2715,0.0215,48.3196,50.0735,-136.0996,955.9714,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.2111,2716,0.0200,48.2550,50.0735,-136.0996,955.9714,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.2332,2717,0.0221,48.1949,49.9361,-136.0993,958.8595,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.2549,2718,0.0217,48.1287,49.9361,-136.0993,958.8596,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.2754,2719,0.0205,48.0634,49.9361,-136.0993,958.8596,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.2959,2720,0.0205,48.0021,49.8221,-136.0990,962.0754,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.3163,2721,0.0204,47.9405,49.8221,-136.0990,962.0754,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.3388,2722,0.0224,47.8792,49.8221,-136.0990,962.0754,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.3590,2723,0.0203,47.8119,49.7683,-136.0986,965.1780,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.3803,2724,0.0212,47.7511,49.7683,-136.0986,965.1780,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.4037,2725,0.0234,47.6874,49.7683,-136.0986,965.1780,0.0000,1.0000,0.0000,0.0000,0,0,7,-1.0000,-1.0000,-1.0000,,
21.4245,2726,0.0208,47.6172,49.7450,-136.0983,968.3074,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.4450,2727,0.0205,47.5547,49.7450,-136.0983,968.3073,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.4655,2728,0.0205,47.4933,49.7450,-136.0983,968.3073,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.4870,2729,0.0215,47.4317,49.7418,-136.0979,971.2770,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.5082,2730,0.0212,47.3672,49.7418,-136.0979,971.2770,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.5293,2731,0.0211,47.3035,49.7418,-136.0979,971.2770,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.5492,2732,0.0199,47.2403,49.7524,-136.0976,974.3223,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.5709,2733,0.0217,47.1806,49.7524,-136.0976,974.3223,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.5915,2734,0.0206,47.1155,49.7524,-136.0976,974.3223,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.6117,2735,0.0203,47.0538,49.7732,-136.0972,977.2627,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.6331,2736,0.0213,46.9930,49.7732,-136.0972,977.2627,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.6514,2737,0.0183,46.9290,49.7732,-136.0972,977.2627,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.6746,2738,0.0232,46.8741,49.8006,-136.0969,980.0864,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.6936,2739,0.0191,46.8044,49.8006,-136.0969,980.0864,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.7151,2740,0.0214,46.7473,49.8006,-136.0969,980.0864,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.7349,2741,0.0198,46.6829,49.8365,-136.0966,983.0754,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.7559,2742,0.0210,46.6236,49.8365,-136.0966,983.0754,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.7770,2743,0.0211,46.5606,49.8365,-136.0966,983.0754,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.7974,2744,0.0204,46.4972,49.8769,-136.0963,985.9672,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.8185,2745,0.0211,46.4361,49.8769,-136.0963,985.9672,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.8393,2746,0.0208,46.3727,49.8769,-136.0963,985.9672,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.8593,2747,0.0200,46.3103,49.9221,-136.0959,988.8660,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.8803,2748,0.0209,46.2502,49.9221,-136.0959,988.8660,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.9017,2749,0.0214,46.1874,49.9221,-136.0959,988.8660,0.0000,1.0000,0.0000,0.0000,0,0,8,-1.0000,-1.0000,-1.0000,,
21.9214,2750,0.0197,46.1230,49.9713,-136.0956,991.7559,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
21.9423,2751,0.0208,46.0638,49.9713,-136.0956,991.7559,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
21.9632,2752,0.0209,46.0013,49.9713,-136.0956,991.7559,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
21.9832,2753,0.0200,45.9386,50.0229,-136.0953,994.5898,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.0045,2754,0.0213,45.8785,50.0229,-136.0953,994.5898,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.0246,2755,0.0200,45.8146,50.0229,-136.0953,994.5898,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.0461,2756,0.0215,45.7545,50.0772,-136.0949,997.4064,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.0669,2757,0.0209,45.6900,50.0772,-136.0949,997.4064,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.0875,2758,0.0206,45.6275,50.0772,-136.0949,997.4064,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.1077,2759,0.0202,45.5657,50.1354,-136.0946,1000.2840,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.1283,2760,0.0206,45.5051,50.1354,-136.0946,1000.2840,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.1491,2761,0.0208,45.4434,50.1354,-136.0946,1000.2840,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.1691,2762,0.0200,45.5266,50.1945,-136.0943,1003.0920,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.1900,2763,0.0209,45.6065,50.1945,-136.0943,1003.0920,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.2088,2764,0.0188,45.6903,50.1945,-136.0943,1003.0920,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.2296,2765,0.0208,45.7655,50.2540,-136.0940,1005.8250,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.2512,2766,0.0216,45.8487,50.2540,-136.0940,1005.8250,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.2714,2767,0.0202,45.9352,50.2540,-136.0940,1005.8250,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.2916,2768,0.0201,46.0160,50.3184,-136.0937,1008.7080,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.3116,2769,0.0200,46.0965,50.3184,-136.0937,1008.7080,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.3333,2770,0.0217,46.1766,50.3184,-136.0937,1008.7080,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.3536,2771,0.0203,46.2633,50.3836,-136.0934,1011.5660,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.3736,2772,0.0200,46.3447,50.3836,-136.0934,1011.5660,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.3950,2773,0.0214,46.4246,50.3836,-136.0934,1011.5660,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.4156,2774,0.0206,46.5102,50.4497,-136.0931,1014.4220,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.4379,2775,0.0223,46.5926,50.4497,-136.0931,1014.4220,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.4582,2776,0.0202,46.6820,50.4497,-136.0931,1014.4220,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.4793,2777,0.0212,46.7629,50.5183,-136.0928,1017.3860,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.5003,2778,0.0210,46.8476,50.5183,-136.0928,1017.3860,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.5203,2779,0.0200,46.9314,50.5183,-136.0928,1017.3860,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.5409,2780,0.0206,47.0113,50.5837,-136.0925,1020.2870,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.5622,2781,0.0213,47.0937,50.5837,-136.0925,1020.2870,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.5822,2782,0.0200,47.1790,50.5837,-136.0925,1020.2870,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.6031,2783,0.0209,47.2589,50.6405,-136.0923,1023.1830,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.6228,2784,0.0198,47.3425,50.6405,-136.0923,1023.1830,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.6429,2785,0.0201,47.4215,50.6405,-136.0923,1023.1830,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.6638,2786,0.0208,47.5019,50.5203,-136.0922,1025.3550,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.6843,2787,0.0206,47.5853,50.5203,-136.0922,1025.3550,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.7056,2788,0.0213,47.6675,50.5203,-136.0922,1025.3550,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.7253,2789,0.0197,47.7526,50.0683,-136.0923,1027.8010,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.7466,2790,0.0213,47.8312,50.0683,-136.0923,1027.8010,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.7674,2791,0.0208,47.9165,50.0683,-136.0923,1027.8010,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.7884,2792,0.0210,47.9997,49.3742,-136.0928,1030.3610,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.8075,2793,0.0191,48.0838,49.3742,-136.0928,1030.3610,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.8297,2794,0.0222,48.1601,49.3742,-136.0928,1030.3610,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.8496,2795,0.0199,48.2490,48.5018,-136.0936,1033.0350,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.8702,2796,0.0206,48.3285,48.5018,-136.0936,1033.0350,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.8904,2797,0.0202,48.4109,48.5018,-136.0936,1033.0350,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.9111,2798,0.0208,48.4917,47.5629,-136.0945,1035.3980,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.9323,2799,0.0212,48.5748,47.5629,-136.0945,1035.3980,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.9532,2800,0.0209,48.6595,47.5629,-136.0945,1035.3980,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.9728,2801,0.0196,48.7431,46.3845,-136.0956,1037.8580,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
22.9944,2802,0.0216,48.8214,46.3845,-136.0956,1037.8580,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
23.0141,2803,0.0197,48.9079,46.3845,-136.0956,1037.8580,0.0000,1.0000,0.0000,0.0000,0,0,9,-1.0000,-1.0000,-1.0000,,
23.0347,2804,0.0206,48.9866,45.1185,-136.0968,1040.0150,0.0000,1.0000,0.0000,0.0000,0,0,10,-1.0000,-1.0000,-1.0000,,
23.0567,2805,0.0220,49.0691,45.1185,-136.0968,1040.0150,0.0000,1.0000,0.0000,0.0000,0,0,10,-1.0000,-1.0000,-1.0000,,
23.0762,2806,0.0195,49.1569,45.1185,-136.0968,1040.0150,0.0000,1.0000,0.0000,0.0000,0,0,10,-1.0000,-1.0000,-1.0000,,
23.0989,2807,0.0227,49.2348,43.6517,-136.0978,1041.9650,0.0000,1.0000,0.0000,0.0000,0,0,10,-1.0000,-1.0000,-1.0000,,
23.1192,2808,0.0203,49.3258,43.6517,-136.0978,1041.9650,0.0000,1.0000,0.0000,0.0000,0,0,10,-1.0000,-1.0000,-1.0000,,
23.1404,2809,0.0212,49.4070,43.6517,-136.0978,1041.9650,0.0000,1.0000,0.0000,0.0000,0,0,10,-1.0000,-1.0000,-1.0000,,
23.1612,2810,0.0208,49.4917,42.0688,-136.0989,1043.4870,0.0000,1.0000,0.0000,0.0000,0,0,10,-1.0000,-1.0000,-1.0000,,
