run_time,current_driver_player_number,driver_changed_this_frame,driver_change_count_total,warning_active,driver_input_this_frame,warning_reaction_time,inputs_per_second,warning_obstacle_result,collision_count_total
2.8057,-1,0,0,0,0,-1.0000,0.0000,,0
2.8329,-1,0,0,0,0,-1.0000,0.0000,,0
2.8630,-1,0,0,0,0,-1.0000,0.0000,,0
2.8911,-1,0,0,0,0,-1.0000,0.0000,,0
2.9203,-1,0,0,0,0,-1.0000,0.0000,,0
2.9452,-1,0,0,0,0,-1.0000,0.0000,,0
2.9709,-1,0,0,0,0,-1.0000,0.0000,,0
2.9964,-1,0,0,0,0,-1.0000,0.0000,,0
3.0233,-1,0,0,0,0,-1.0000,0.0000,,0
3.0508,-1,0,0,0,0,-1.0000,0.0000,,0
3.0754,-1,0,0,0,0,-1.0000,0.0000,,0
3.0998,-1,0,0,0,0,-1.0000,0.0000,,0
3.1245,-1,0,0,0,0,-1.0000,0.0000,,0
3.1501,-1,0,0,0,0,-1.0000,0.0000,,0
3.1743,-1,0,0,0,0,-1.0000,0.0000,,0
3.2015,-1,0,0,0,0,-1.0000,0.0000,,0
3.2255,-1,0,0,0,0,-1.0000,0.0000,,0
3.2514,-1,0,0,0,0,-1.0000,0.0000,,0
3.2769,-1,0,0,0,0,-1.0000,0.0000,,0
3.3025,-1,0,0,0,0,-1.0000,0.0000,,0
3.3271,-1,0,0,0,0,-1.0000,0.0000,,0
3.3522,-1,0,0,0,0,-1.0000,0.0000,,0
3.3802,-1,0,0,0,0,-1.0000,0.0000,,0
3.4059,-1,0,0,0,0,-1.0000,0.0000,,0
3.4330,-1,0,0,0,0,-1.0000,0.0000,,0
3.4583,-1,0,0,0,0,-1.0000,0.0000,,0
3.4858,-1,0,0,0,0,-1.0000,0.0000,,0
3.5119,-1,0,0,0,0,-1.0000,0.0000,,0
3.5354,-1,0,0,0,0,-1.0000,0.0000,,0
3.5585,-1,0,0,0,0,-1.0000,0.0000,,0
3.5825,-1,0,0,0,0,-1.0000,0.0000,,0
3.6058,-1,0,0,0,0,-1.0000,0.0000,,0
3.6286,-1,0,0,0,0,-1.0000,0.0000,,0
3.6527,-1,0,0,0,0,-1.0000,0.0000,,0
3.6762,-1,0,0,0,0,-1.0000,0.0000,,0
3.7014,-1,0,0,0,0,-1.0000,0.0000,,0
3.7249,-1,0,0,0,0,-1.0000,0.0000,,0
3.7469,-1,0,0,0,0,-1.0000,0.0000,,0
3.7724,-1,0,0,0,0,-1.0000,0.0000,,0
3.7947,-1,0,0,0,0,-1.0000,0.0000,,0
3.8190,-1,0,0,0,0,-1.0000,0.0000,,0
3.8399,-1,0,0,0,0,-1.0000,0.0000,,0
3.8635,-1,0,0,0,0,-1.0000,0.0000,,0
3.8887,-1,0,0,0,0,-1.0000,0.0000,,0
3.9151,-1,0,0,0,0,-1.0000,0.0000,,0
3.9357,-1,0,0,0,0,-1.0000,0.0000,,0
3.9585,-1,0,0,0,0,-1.0000,0.0000,,0
3.9843,-1,0,0,0,0,-1.0000,0.0000,,0
4.0093,-1,0,0,0,0,-1.0000,0.0000,,0
4.0330,-1,0,0,0,0,-1.0000,0.0000,,0
4.0567,-1,0,0,0,0,-1.0000,0.0000,,0
4.0802,-1,0,0,0,0,-1.0000,0.0000,,0
4.1018,-1,0,0,0,0,-1.0000,0.0000,,0
4.1246,-1,0,0,0,0,-1.0000,0.0000,,0
4.1481,-1,0,0,0,0,-1.0000,0.0000,,0
4.1723,-1,0,0,0,0,-1.0000,0.0000,,0
4.1942,-1,0,0,0,0,-1.0000,0.0000,,0
4.2194,-1,0,0,0,0,-1.0000,0.0000,,0
4.2422,-1,0,0,0,0,-1.0000,0.0000,,0
4.2649,-1,0,0,0,0,-1.0000,0.0000,,0
4.2878,-1,0,0,0,0,-1.0000,0.0000,,0
4.3119,-1,0,0,0,0,-1.0000,0.0000,,0
4.3343,-1,0,0,0,0,-1.0000,0.0000,,0
4.3589,-1,0,0,0,0,-1.0000,0.0000,,0
4.3813,-1,0,0,0,0,-1.0000,0.0000,,0
4.4044,-1,0,0,0,0,-1.0000,0.0000,,0
4.4277,-1,0,0,0,0,-1.0000,0.0000,,0
4.4501,-1,0,0,0,0,-1.0000,0.0000,,0
4.4763,-1,0,0,0,0,-1.0000,0.0000,,0
4.4989,-1,0,0,0,0,-1.0000,0.0000,,0
4.5216,-1,0,0,0,0,-1.0000,0.0000,,0
4.5454,-1,0,0,0,0,-1.0000,0.0000,,0
4.5674,-1,0,0,0,0,-1.0000,0.0000,,0
4.5913,-1,0,0,0,0,-1.0000,0.0000,,0
4.6145,-1,0,0,0,0,-1.0000,0.0000,,0
4.6383,-1,0,0,0,0,-1.0000,0.0000,,0
4.6603,-1,0,0,0,0,-1.0000,0.0000,,0
4.6846,-1,0,0,0,0,-1.0000,0.0000,,0
4.7074,-1,0,0,0,0,-1.0000,0.0000,,0
4.7306,-1,0,0,0,0,-1.0000,0.0000,,0
4.7552,-1,0,0,0,0,-1.0000,0.0000,,0
4.7781,-1,0,0,0,0,-1.0000,0.0000,,0
4.7977,-1,0,0,0,0,-1.0000,0.0000,,0
4.8226,-1,0,0,0,0,-1.0000,0.0000,,0
4.8469,-1,0,0,0,0,-1.0000,0.0000,,0
4.8702,-1,0,0,0,0,-1.0000,0.0000,,0
4.8939,-1,0,0,0,0,-1.0000,0.0000,,0
4.9171,-1,0,0,0,0,-1.0000,0.0000,,0
4.9399,-1,0,0,0,0,-1.0000,0.0000,,0
4.9875,-1,0,0,0,0,-1.0000,0.0000,,0
5.0048,-1,0,0,0,0,-1.0000,0.0000,,0
5.0207,-1,0,0,0,0,-1.0000,0.0000,,0
5.0400,-1,0,0,0,0,-1.0000,0.0000,,0
5.0663,-1,0,0,0,0,-1.0000,0.0000,,0
5.0899,-1,0,0,0,0,-1.0000,0.0000,,0
5.1143,-1,0,0,0,0,-1.0000,0.0000,,0
5.1384,-1,0,0,0,0,-1.0000,0.0000,,0
5.1625,-1,0,0,0,0,-1.0000,0.0000,,0
5.1899,-1,0,0,0,0,-1.0000,0.0000,,0
5.2133,-1,0,0,0,0,-1.0000,0.0000,,0
5.2558,-1,0,0,0,0,-1.0000,0.0000,,0
5.2693,-1,0,0,0,0,-1.0000,0.0000,,0
5.2888,-1,0,0,0,0,-1.0000,0.0000,,0
5.3102,-1,0,0,0,0,-1.0000,0.0000,,0
5.3350,-1,0,0,0,0,-1.0000,0.0000,,0
5.3577,-1,0,0,0,0,-1.0000,0.0000,,0
5.3811,-1,0,0,0,0,-1.0000,0.0000,,0
5.4022,-1,0,0,0,0,-1.0000,0.0000,,0
5.4275,-1,0,0,0,0,-1.0000,0.0000,,0
5.4503,-1,0,0,0,0,-1.0000,0.0000,,0
5.4740,-1,0,0,0,0,-1.0000,0.0000,,0
5.4970,-1,0,0,0,0,-1.0000,0.0000,,0
5.5194,-1,0,0,0,0,-1.0000,0.0000,,0
5.5422,-1,0,0,0,0,-1.0000,0.0000,,0
5.5639,-1,0,0,0,0,-1.0000,0.0000,,0
5.5880,-1,0,0,0,0,-1.0000,0.0000,,0
5.6114,-1,0,0,0,0,-1.0000,0.0000,,0
5.6332,-1,0,0,0,0,-1.0000,0.0000,,0
5.6557,-1,0,0,0,0,-1.0000,0.0000,,0
5.6797,-1,0,0,0,0,-1.0000,0.0000,,0
5.7025,-1,0,0,0,0,-1.0000,0.0000,,0
5.7250,-1,0,0,0,0,-1.0000,0.0000,,1
5.7594,-1,0,0,0,0,-1.0000,0.0000,,1
5.7788,-1,0,0,0,0,-1.0000,0.0000,,1
5.7974,-1,0,0,0,0,-1.0000,0.0000,,1
5.8382,-1,0,0,1,1,0.0000,1.0000,,1
5.8527,-1,0,0,1,1,0.0000,2.0000,,1
5.8688,-1,0,0,1,1,0.0000,3.0000,,1
5.8943,-1,0,0,1,0,0.0000,3.0000,,1
5.9203,-1,0,0,1,0,0.0000,3.0000,,1
5.9435,-1,0,0,1,0,0.0000,3.0000,,1
5.9682,-1,0,0,1,0,0.0000,3.0000,,1
5.9918,-1,0,0,1,0,0.0000,3.0000,,1
6.0159,-1,0,0,1,0,0.0000,3.0000,,1
6.0391,-1,0,0,1,0,0.0000,3.0000,,1
6.0669,-1,0,0,1,0,0.0000,3.0000,,1
6.0941,-1,0,0,1,0,0.0000,3.0000,,1
6.1176,-1,0,0,1,0,0.0000,3.0000,,1
6.1409,-1,0,0,1,0,0.0000,3.0000,,1
6.1663,-1,0,0,1,0,0.0000,3.0000,,1
6.1908,-1,0,0,1,0,0.0000,3.0000,,1
6.2133,-1,0,0,1,0,0.0000,3.0000,,1
6.2343,-1,0,0,1,0,0.0000,3.0000,,1
6.2591,-1,0,0,1,0,0.0000,3.0000,,1
6.2815,-1,0,0,1,0,0.0000,3.0000,,1
6.3041,-1,0,0,1,0,0.0000,3.0000,,1
6.3280,-1,0,0,1,0,0.0000,3.0000,,1
6.3513,-1,0,0,1,0,0.0000,3.0000,,1
6.3754,-1,0,0,1,0,0.0000,3.0000,,1
6.3986,-1,0,0,1,0,0.0000,3.0000,,1
6.4230,-1,0,0,1,0,0.0000,3.0000,,1
6.4463,-1,0,0,1,0,0.0000,3.0000,,1
6.4700,-1,0,0,1,0,0.0000,3.0000,,1
6.4934,-1,0,0,1,0,0.0000,3.0000,,1
6.5151,-1,0,0,1,0,0.0000,3.0000,,1
6.5405,-1,0,0,0,0,0.0000,3.0000,"avoided",1
6.5631,-1,0,0,0,0,0.0000,3.0000,"avoided",1
6.5864,-1,0,0,0,0,0.0000,3.0000,"avoided",1
6.6085,-1,0,0,0,0,0.0000,3.0000,"avoided",1
6.6301,-1,0,0,0,0,0.0000,3.0000,"avoided",1
6.6541,-1,0,0,0,0,0.0000,3.0000,"avoided",1
6.6751,-1,0,0,0,0,0.0000,3.0000,"avoided",1
6.6974,-1,0,0,0,0,0.0000,3.0000,"avoided",1
6.7200,-1,0,0,0,0,0.0000,3.0000,"avoided",1
6.7420,-1,0,0,0,0,0.0000,3.0000,"avoided",1
6.7643,-1,0,0,0,0,0.0000,3.0000,"avoided",1
6.7862,-1,0,0,0,0,0.0000,3.0000,"avoided",1
6.8096,-1,0,0,0,0,0.0000,3.0000,"avoided",1
6.8297,-1,0,0,0,0,0.0000,3.0000,"avoided",1
6.8526,-1,0,0,0,0,0.0000,2.0000,"avoided",1
6.8761,-1,0,0,0,0,0.0000,0.0000,"avoided",1
6.8989,-1,0,0,0,0,0.0000,0.0000,"avoided",1
6.9199,-1,0,0,0,0,0.0000,0.0000,"avoided",1
6.9426,-1,0,0,0,0,0.0000,0.0000,"avoided",1
6.9649,-1,0,0,0,0,0.0000,0.0000,"avoided",1
6.9888,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.0121,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.0335,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.0606,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.0780,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.1191,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.1326,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.1472,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.1708,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.1927,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.2165,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.2383,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.2612,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.2833,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.3058,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.3276,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.3496,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.3717,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.3937,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.4177,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.4389,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.4621,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.4837,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.5062,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.5284,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.5499,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.5722,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.5946,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.6176,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.6396,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.6623,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.6839,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.7059,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.7357,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.7521,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.7739,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.7927,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.8150,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.8396,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.8608,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.8826,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.9042,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.9247,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.9661,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.9805,-1,0,0,0,0,0.0000,0.0000,"avoided",1
7.9954,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.0197,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.0399,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.0625,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.0827,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.1045,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.1265,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.1499,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.1700,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.1914,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.2138,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.2340,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.2552,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.2761,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.2971,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.3196,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.3400,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.3615,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.3842,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.4048,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.4287,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.4490,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.4718,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.4941,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.5180,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.5382,-1,0,0,0,0,0.0000,0.0000,"avoided",1
8.5606,-1,0,0,0,1,0.0000,1.0000,"avoided",1
8.5814,-1,0,0,0,0,0.0000,1.0000,"avoided",1
8.6030,-1,0,0,0,0,0.0000,1.0000,"avoided",1
8.6241,-1,0,0,0,0,0.0000,1.0000,"avoided",1
8.6444,-1,0,0,0,0,0.0000,1.0000,"avoided",1
8.6663,-1,0,0,0,0,0.0000,1.0000,"avoided",1
8.6882,-1,0,0,0,0,0.0000,1.0000,"avoided",1
8.7084,-1,0,0,0,0,0.0000,1.0000,"avoided",1
8.7299,-1,0,0,0,0,0.0000,1.0000,"avoided",1
8.7515,-1,0,0,0,0,0.0000,1.0000,"avoided",1
8.7718,-1,0,0,0,0,0.0000,1.0000,"avoided",1
8.8147,-1,0,0,0,0,0.0000,1.0000,"avoided",1
8.8300,-1,0,0,0,0,0.0000,1.0000,"avoided",1
8.8457,-1,0,0,0,0,0.0000,1.0000,"avoided",1
8.8608,-1,0,0,0,0,0.0000,1.0000,"avoided",1
8.8842,-1,0,0,0,0,0.0000,1.0000,"avoided",1
8.9040,-1,0,0,0,0,0.0000,1.0000,"avoided",1
8.9276,-1,0,0,0,0,0.0000,1.0000,"avoided",1
8.9486,-1,0,0,0,0,0.0000,1.0000,"avoided",1
8.9701,-1,0,0,0,0,0.0000,1.0000,"avoided",1
8.9886,-1,0,0,0,0,0.0000,1.0000,"avoided",1
9.0306,-1,0,0,0,0,0.0000,1.0000,"avoided",1
9.0466,-1,0,0,0,0,0.0000,1.0000,"avoided",1
9.0603,-1,0,0,0,0,0.0000,1.0000,"avoided",1
9.0825,-1,0,0,0,0,0.0000,1.0000,"avoided",1
9.1040,-1,0,0,0,0,0.0000,1.0000,"avoided",1
9.1260,-1,0,0,0,1,0.0000,2.0000,"avoided",1
9.1473,-1,0,0,0,0,0.0000,2.0000,"avoided",1
9.1686,-1,0,0,0,0,0.0000,2.0000,"avoided",1
9.1882,-1,0,0,0,0,0.0000,2.0000,"avoided",1
9.2102,-1,0,0,0,0,0.0000,2.0000,"avoided",1
9.2510,-1,0,0,0,0,0.0000,2.0000,"avoided",1
9.2631,-1,0,0,0,0,0.0000,2.0000,"avoided",1
9.2775,-1,0,0,0,0,0.0000,2.0000,"avoided",1
9.2983,-1,0,0,0,0,0.0000,2.0000,"avoided",1
9.3198,-1,0,0,0,0,0.0000,2.0000,"avoided",1
9.3417,-1,0,0,0,0,0.0000,2.0000,"avoided",1
9.3633,-1,0,0,0,0,0.0000,2.0000,"avoided",1
9.3846,-1,0,0,0,0,0.0000,2.0000,"avoided",1
9.4069,-1,0,0,0,0,0.0000,2.0000,"avoided",1
9.4285,-1,0,0,0,0,0.0000,2.0000,"avoided",1
9.4495,-1,0,0,0,0,0.0000,2.0000,"avoided",1
9.4710,-1,0,0,0,0,0.0000,2.0000,"avoided",1
9.4928,-1,0,0,0,0,0.0000,2.0000,"avoided",1
9.5139,-1,0,0,0,0,0.0000,2.0000,"avoided",1
9.5352,-1,0,0,0,0,0.0000,2.0000,"avoided",1
9.5572,-1,0,0,0,0,0.0000,2.0000,"avoided",1
9.5760,-1,0,0,0,0,0.0000,1.0000,"avoided",1
9.5967,-1,0,0,0,0,0.0000,1.0000,"avoided",1
9.6178,-1,0,0,0,0,0.0000,1.0000,"avoided",1
9.6404,-1,0,0,0,0,0.0000,1.0000,"avoided",1
9.6812,-1,0,0,0,0,0.0000,1.0000,"avoided",1
9.6933,-1,0,0,0,0,0.0000,1.0000,"avoided",1
9.7070,-1,0,0,0,0,0.0000,1.0000,"avoided",1
9.7273,-1,0,0,0,0,0.0000,1.0000,"avoided",1
9.7490,-1,0,0,0,0,0.0000,1.0000,"avoided",1
9.7706,-1,0,0,0,0,0.0000,1.0000,"avoided",1
9.7925,-1,0,0,0,0,0.0000,1.0000,"avoided",1
9.8136,-1,0,0,0,0,0.0000,1.0000,"avoided",1
9.8341,-1,0,0,0,0,0.0000,1.0000,"avoided",1
9.8533,-1,0,0,1,0,-1.0000,1.0000,,1
9.8756,-1,0,0,1,0,-1.0000,1.0000,,1
9.8970,-1,0,0,1,0,-1.0000,1.0000,,1
9.9185,-1,0,0,1,0,-1.0000,1.0000,,1
9.9393,-1,0,0,1,0,-1.0000,1.0000,,1
9.9616,-1,0,0,1,0,-1.0000,1.0000,,1
9.9831,-1,0,0,1,0,-1.0000,1.0000,,1
10.0051,-1,0,0,1,0,-1.0000,1.0000,,1
10.0258,-1,0,0,1,0,-1.0000,1.0000,,1
10.0488,-1,0,0,1,0,-1.0000,1.0000,,1
10.0713,-1,0,0,1,0,-1.0000,1.0000,,1
10.0912,-1,0,0,1,0,-1.0000,1.0000,,1
10.1118,-1,0,0,1,0,-1.0000,1.0000,,1
10.1321,-1,0,0,1,0,-1.0000,0.0000,,1
10.1524,-1,0,0,1,0,-1.0000,0.0000,,1
10.1738,-1,0,0,1,0,-1.0000,0.0000,,1
10.1952,-1,0,0,1,0,-1.0000,0.0000,,2
10.2219,-1,0,0,1,0,-1.0000,0.0000,,2
10.2394,-1,0,0,1,0,-1.0000,0.0000,,2
10.2598,-1,0,0,1,0,-1.0000,0.0000,,2
10.2825,-1,0,0,1,0,-1.0000,0.0000,,2
10.3217,-1,0,0,1,0,-1.0000,0.0000,,2
10.3341,-1,0,0,1,0,-1.0000,0.0000,,2
10.3504,-1,0,0,1,0,-1.0000,0.0000,,2
10.3717,-1,0,0,1,0,-1.0000,0.0000,,2
10.3937,-1,0,0,1,0,-1.0000,0.0000,,2
10.4155,-1,0,0,1,0,-1.0000,0.0000,,2
10.4383,-1,0,0,1,0,-1.0000,0.0000,,2
10.4597,-1,0,0,1,0,-1.0000,0.0000,,2
10.4817,-1,0,0,1,0,-1.0000,0.0000,,2
10.5030,-1,0,0,1,0,-1.0000,0.0000,,2
10.5253,-1,0,0,1,0,-1.0000,0.0000,,2
10.5454,-1,0,0,1,0,-1.0000,0.0000,,2
10.5653,-1,0,0,1,0,-1.0000,0.0000,,2
10.5867,-1,0,0,1,0,-1.0000,0.0000,,2
