run_time,current_driver_player_number,driver_changed_this_frame,driver_change_count_total,warning_active,driver_input_this_frame,warning_reaction_time,inputs_per_second,warning_obstacle_result,collision_count_total
0.0000,-1,0,0,0,0,-1.0000,0.0000,,0
0.0651,-1,0,0,0,1,-1.0000,1.0000,,0
0.1029,-1,0,0,0,0,-1.0000,1.0000,,0
0.1145,-1,0,0,0,0,-1.0000,1.0000,,0
0.1303,-1,0,0,0,0,-1.0000,1.0000,,0
0.1537,-1,0,0,0,0,-1.0000,1.0000,,0
0.1787,-1,0,0,0,0,-1.0000,1.0000,,0
0.2021,-1,0,0,0,0,-1.0000,1.0000,,0
0.2224,-1,0,0,0,0,-1.0000,1.0000,,0
0.2449,-1,0,0,0,0,-1.0000,1.0000,,0
0.2729,-1,0,0,0,0,-1.0000,1.0000,,0
0.2913,-1,0,0,0,0,-1.0000,1.0000,,0
0.3111,-1,0,0,0,0,-1.0000,1.0000,,0
0.3343,-1,0,0,0,0,-1.0000,1.0000,,0
0.3548,-1,0,0,0,0,-1.0000,1.0000,,0
0.3784,-1,0,0,0,0,-1.0000,1.0000,,0
0.3993,-1,0,0,0,0,-1.0000,1.0000,,0
0.4226,-1,0,0,0,0,-1.0000,1.0000,,0
0.4438,-1,0,0,0,0,-1.0000,1.0000,,0
0.4654,-1,0,0,0,0,-1.0000,1.0000,,0
0.4868,-1,0,0,0,0,-1.0000,1.0000,,0
0.5089,-1,0,0,0,0,-1.0000,1.0000,,0
0.5318,-1,0,0,0,0,-1.0000,1.0000,,0
0.5539,-1,0,0,0,0,-1.0000,1.0000,,0
0.5748,-1,0,0,0,0,-1.0000,1.0000,,0
0.5977,-1,0,0,0,0,-1.0000,1.0000,,0
0.6183,-1,0,0,0,0,-1.0000,1.0000,,0
0.6411,-1,0,0,0,0,-1.0000,1.0000,,0
0.6619,-1,0,0,0,0,-1.0000,1.0000,,0
0.6833,-1,0,0,0,0,-1.0000,1.0000,,0
0.7044,-1,0,0,0,0,-1.0000,1.0000,,0
0.7271,-1,0,0,0,0,-1.0000,1.0000,,0
0.7497,-1,0,0,0,0,-1.0000,1.0000,,0
0.7705,-1,0,0,0,0,-1.0000,1.0000,,0
0.7922,-1,0,0,0,0,-1.0000,1.0000,,0
0.8139,-1,0,0,0,0,-1.0000,1.0000,,0
0.8357,-1,0,0,0,0,-1.0000,1.0000,,0
0.8599,-1,0,0,0,0,-1.0000,1.0000,,0
0.8812,-1,0,0,0,0,-1.0000,1.0000,,0
0.9015,-1,0,0,0,0,-1.0000,1.0000,,0
0.9239,-1,0,0,0,0,-1.0000,1.0000,,0
0.9480,-1,0,0,0,0,-1.0000,1.0000,,0
0.9682,-1,0,0,0,0,-1.0000,1.0000,,0
0.9856,-1,0,0,0,0,-1.0000,1.0000,,0
1.0184,-1,0,0,0,0,-1.0000,1.0000,,0
1.0409,-1,0,0,0,0,-1.0000,1.0000,,0
1.0642,-1,0,0,0,0,-1.0000,1.0000,,0
1.0858,-1,0,0,0,0,-1.0000,0.0000,,0
1.1076,-1,0,0,0,0,-1.0000,0.0000,,0
1.1299,-1,0,0,0,0,-1.0000,0.0000,,0
1.1533,-1,0,0,0,0,-1.0000,0.0000,,0
1.1756,-1,0,0,0,0,-1.0000,0.0000,,0
1.1981,-1,0,0,0,0,-1.0000,0.0000,,0
1.2208,-1,0,0,0,0,-1.0000,0.0000,,0
1.2426,-1,0,0,0,0,-1.0000,0.0000,,0
1.2652,-1,0,0,0,0,-1.0000,0.0000,,0
1.2883,-1,0,0,0,0,-1.0000,0.0000,,0
1.3103,-1,0,0,0,0,-1.0000,0.0000,,0
1.3330,-1,0,0,0,0,-1.0000,0.0000,,0
1.3555,-1,0,0,0,0,-1.0000,0.0000,,0
1.3782,-1,0,0,0,0,-1.0000,0.0000,,0
1.4005,-1,0,0,0,0,-1.0000,0.0000,,0
1.4229,-1,0,0,0,0,-1.0000,0.0000,,0
1.4465,-1,0,0,0,0,-1.0000,0.0000,,0
1.4684,-1,0,0,0,0,-1.0000,0.0000,,0
1.4895,-1,0,0,0,0,-1.0000,0.0000,,0
1.5134,-1,0,0,0,0,-1.0000,0.0000,,0
1.5358,-1,0,0,0,0,-1.0000,0.0000,,0
1.5577,-1,0,0,0,0,-1.0000,0.0000,,0
1.5794,-1,0,0,0,0,-1.0000,0.0000,,0
1.6030,-1,0,0,0,0,-1.0000,0.0000,,0
1.6271,-1,0,0,0,0,-1.0000,0.0000,,0
1.6482,-1,0,0,0,0,-1.0000,0.0000,,0
1.6714,-1,0,0,0,0,-1.0000,0.0000,,0
1.6932,-1,0,0,0,0,-1.0000,0.0000,,0
1.7140,-1,0,0,0,0,-1.0000,0.0000,,0
1.7361,-1,0,0,0,0,-1.0000,0.0000,,0
1.7611,-1,0,0,0,0,-1.0000,0.0000,,0
1.7824,-1,0,0,0,0,-1.0000,0.0000,,0
1.8046,-1,0,0,0,0,-1.0000,0.0000,,0
1.8268,-1,0,0,0,0,-1.0000,0.0000,,0
1.8497,-1,0,0,0,0,-1.0000,0.0000,,0
1.8721,-1,0,0,0,0,-1.0000,0.0000,,0
1.8934,-1,0,0,0,0,-1.0000,0.0000,,0
1.9172,-1,0,0,0,0,-1.0000,0.0000,,0
1.9381,-1,0,0,0,0,-1.0000,0.0000,,0
1.9614,-1,0,0,0,0,-1.0000,0.0000,,0
1.9837,-1,0,0,0,0,-1.0000,0.0000,,0
2.0054,-1,0,0,0,0,-1.0000,0.0000,,0
2.0276,-1,0,0,0,0,-1.0000,0.0000,,0
2.0507,-1,0,0,0,0,-1.0000,0.0000,,0
2.0718,-1,0,0,0,0,-1.0000,0.0000,,0
2.0953,-1,0,0,0,0,-1.0000,0.0000,,0
2.1167,-1,0,0,0,0,-1.0000,0.0000,,0
2.1385,-1,0,0,0,0,-1.0000,0.0000,,0
2.1620,-1,0,0,0,0,-1.0000,0.0000,,0
2.1838,-1,0,0,0,0,-1.0000,0.0000,,0
2.2074,-1,0,0,0,0,-1.0000,0.0000,,0
2.2294,-1,0,0,0,0,-1.0000,0.0000,,0
2.2519,-1,0,0,0,0,-1.0000,0.0000,,0
2.2743,-1,0,0,0,0,-1.0000,0.0000,,0
2.2971,-1,0,0,0,0,-1.0000,0.0000,,0
2.3206,-1,0,0,0,0,-1.0000,0.0000,,0
2.3427,-1,0,0,0,0,-1.0000,0.0000,,0
2.3652,-1,0,0,0,0,-1.0000,0.0000,,0
2.3875,-1,0,0,0,0,-1.0000,0.0000,,0
2.4109,-1,0,0,0,0,-1.0000,0.0000,,0
2.4329,-1,0,0,0,0,-1.0000,0.0000,,0
2.4545,-1,0,0,0,0,-1.0000,0.0000,,0
2.4775,-1,0,0,0,0,-1.0000,0.0000,,0
2.5006,-1,0,0,0,0,-1.0000,0.0000,,0
2.5221,-1,0,0,0,0,-1.0000,0.0000,,0
2.5457,-1,0,0,0,0,-1.0000,0.0000,,0
2.5674,-1,0,0,0,0,-1.0000,0.0000,,0
2.5893,-1,0,0,0,0,-1.0000,0.0000,,0
2.6130,-1,0,0,0,0,-1.0000,0.0000,,0
2.6362,-1,0,0,0,0,-1.0000,0.0000,,0
2.6570,-1,0,0,0,0,-1.0000,0.0000,,0
2.6793,-1,0,0,0,0,-1.0000,0.0000,,0
2.7035,-1,0,0,0,0,-1.0000,0.0000,,0
2.7254,-1,0,0,0,0,-1.0000,0.0000,,0
2.7482,-1,0,0,0,0,-1.0000,0.0000,,0
2.7717,-1,0,0,0,0,-1.0000,0.0000,,0
2.7938,-1,0,0,0,0,-1.0000,0.0000,,0
2.8165,-1,0,0,0,0,-1.0000,0.0000,,0
2.8383,-1,0,0,0,0,-1.0000,0.0000,,0
2.8614,-1,0,0,0,0,-1.0000,0.0000,,0
2.8833,-1,0,0,0,0,-1.0000,0.0000,,0
2.9071,-1,0,0,0,0,-1.0000,0.0000,,0
2.9296,-1,0,0,0,0,-1.0000,0.0000,,0
2.9522,-1,0,0,0,0,-1.0000,0.0000,,0
2.9739,-1,0,0,0,0,-1.0000,0.0000,,0
2.9969,-1,0,0,0,0,-1.0000,0.0000,,0
3.0187,-1,0,0,0,0,-1.0000,0.0000,,0
3.0422,-1,0,0,0,0,-1.0000,0.0000,,0
3.0648,-1,0,0,0,0,-1.0000,0.0000,,0
3.0875,-1,0,0,0,0,-1.0000,0.0000,,0
3.1109,-1,0,0,0,0,-1.0000,0.0000,,0
3.1342,-1,0,0,0,0,-1.0000,0.0000,,0
3.1562,-1,0,0,0,0,-1.0000,0.0000,,0
3.1789,-1,0,0,0,0,-1.0000,0.0000,,0
3.2016,-1,0,0,0,0,-1.0000,0.0000,,0
3.2249,-1,0,0,0,0,-1.0000,0.0000,,0
3.2479,-1,0,0,0,0,-1.0000,0.0000,,0
3.2720,-1,0,0,0,0,-1.0000,0.0000,,0
3.2960,-1,0,0,0,0,-1.0000,0.0000,,0
3.3173,-1,0,0,0,0,-1.0000,0.0000,,0
3.3407,-1,0,0,0,0,-1.0000,0.0000,,0
3.3632,-1,0,0,0,0,-1.0000,0.0000,,0
3.3865,-1,0,0,0,0,-1.0000,0.0000,,0
3.4093,-1,0,0,0,0,-1.0000,0.0000,,0
3.4325,-1,0,0,0,0,-1.0000,0.0000,,0
3.4544,-1,0,0,0,0,-1.0000,0.0000,,0
3.4776,-1,0,0,0,0,-1.0000,0.0000,,0
3.4993,-1,0,0,0,0,-1.0000,0.0000,,0
3.5227,-1,0,0,0,0,-1.0000,0.0000,,0
3.5454,-1,0,0,0,0,-1.0000,0.0000,,0
3.5681,-1,0,0,0,0,-1.0000,0.0000,,0
3.5915,-1,0,0,0,0,-1.0000,0.0000,,0
3.6138,-1,0,0,0,0,-1.0000,0.0000,,0
3.6369,-1,0,0,0,0,-1.0000,0.0000,,0
3.6600,-1,0,0,0,0,-1.0000,0.0000,,0
3.6834,-1,0,0,0,0,-1.0000,0.0000,,0
3.7063,-1,0,0,0,0,-1.0000,0.0000,,0
3.7277,-1,0,0,0,0,-1.0000,0.0000,,0
3.7519,-1,0,0,0,0,-1.0000,0.0000,,0
3.7748,-1,0,0,0,0,-1.0000,0.0000,,0
3.7969,-1,0,0,0,0,-1.0000,0.0000,,0
3.8210,-1,0,0,0,0,-1.0000,0.0000,,0
3.8423,-1,0,0,0,0,-1.0000,0.0000,,0
3.8654,-1,0,0,0,0,-1.0000,0.0000,,0
3.8904,-1,0,0,0,0,-1.0000,0.0000,,0
3.9140,-1,0,0,0,0,-1.0000,0.0000,,0
3.9388,-1,0,0,0,0,-1.0000,0.0000,,0
3.9606,-1,0,0,0,0,-1.0000,0.0000,,0
3.9841,-1,0,0,0,0,-1.0000,0.0000,,0
4.0056,-1,0,0,0,0,-1.0000,0.0000,,0
4.0286,-1,0,0,0,0,-1.0000,0.0000,,0
